"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.417678303E1,-5.495788530E-3,8.326952229E-4,2.248277189E-3
2.417926228E1,-3.247511340E-3,-2.781202085E-3,4.763016943E-3
2.418175760E1,-4.463246558E-3,-3.980283160E-3,3.314126981E-3
2.418424905E1,-3.680513008E-3,-6.778139155E-3,3.597243456E-3
2.418676899E1,-2.498085611E-3,-8.660030551E-3,3.863706021E-3
2.418924344E1,-3.447358264E-3,-1.065849885E-2,3.197549842E-3
2.419175902E1,-4.663093481E-3,-1.184092648E-2,3.863706021E-3
2.419425483E1,-5.612365901E-3,-1.450555120E-2,3.613897366E-3
2.419672370E1,-4.413284827E-3,-1.478866767E-2,2.564701252E-3
2.419924417E1,-6.961332168E-3,-1.570463181E-2,3.214203520E-3
2.420173912E1,-6.994639989E-3,-1.876895130E-2,3.897013841E-3
2.420420852E1,-7.777373772E-3,-1.675382815E-2,3.880359931E-3
2.420672948E1,-9.009762667E-3,-1.968491636E-2,1.515505370E-3
2.420922903E1,-9.259571321E-3,-1.928522252E-2,3.763782559E-3
2.421171939E1,-1.047530584E-2,-1.941845380E-2,2.314892830E-3
2.421421414E1,-1.100823097E-2,-1.968491636E-2,1.115811639E-3
2.421668618E1,-1.112480834E-2,-1.873564348E-2,2.165007638E-3
2.421920490E1,-1.259035245E-2,-1.713686809E-2,8.493491332E-4
2.422167003E1,-1.352297049E-2,-1.605436392E-2,1.831929549E-4
2.422419444E1,-1.310662273E-2,-1.460547466E-2,-8.826569538E-4
2.422668118E1,-1.388935652E-2,-1.232388988E-2,-6.328483578E-4
2.422915917E1,-1.493855286E-2,-1.045865193E-2,-1.831929549E-3
2.423167996E1,-1.320654619E-2,-9.942381643E-3,-2.881125547E-3
2.423417528E1,-1.264031418E-2,-7.144525182E-3,-4.479900468E-3
2.423664594E1,-1.343970094E-2,-5.262633786E-3,-5.695635453E-3
2.423916450E1,-1.289012190E-2,-5.012825131E-3,-5.695635453E-3
2.424165970E1,-1.313993055E-2,-2.598009072E-3,-5.695635453E-3
2.424415518E1,-1.194084994E-2,-2.614662983E-3,-7.560872938E-3
2.424662397E1,-1.112480834E-2,-1.682044356E-3,-6.761485245E-3
2.424911921E1,-1.247377507E-2,-1.948506921E-3,-7.560872938E-3
2.425163972E1,-1.259035245E-2,-8.660030435E-4,-5.845520645E-3
2.425410944E1,-1.019218937E-2,-3.663859097E-4,-7.427641656E-3
2.425660407E1,-1.057522930E-2,8.326952229E-4,-8.227028884E-3
2.425912543E1,-9.925727732E-3,-1.165773370E-3,-8.227028884E-3
2.426161225E1,-8.876531385E-3,-2.381508471E-3,-7.827335037E-3
2.426411485E1,-7.277756464E-3,-3.197549842E-3,-8.077143691E-3
2.426661054E1,-7.011293899E-3,-4.529862199E-3,-7.011293899E-3
2.426907921E1,-6.878062617E-3,-4.529862199E-3,-6.761485245E-3
2.427160082E1,-7.027947810E-3,-6.644907873E-3,-5.029479042E-3
2.427407229E1,-5.962098017E-3,-5.995405838E-3,-7.410987746E-3
2.427658991E1,-6.228560582E-3,-6.661561783E-3,-5.295941606E-3
2.427908588E1,-7.177833002E-3,-7.727412041E-3,-5.412518978E-3
2.428156981E1,-5.978751928E-3,-7.727412041E-3,-5.029479042E-3
2.428407506E1,-7.027947810E-3,-6.928024348E-3,-6.211906672E-3
2.428656993E1,-8.110451512E-3,-8.776607923E-3,-4.096860532E-3
2.428906505E1,-8.643376641E-3,-8.626722731E-3,-2.764548175E-3
2.429156037E1,-9.992342442E-3,-9.426110424E-3,-3.430704353E-3
2.429406692E1,-1.130800135E-2,-7.544219028E-3,-3.563935636E-3
2.429655093E1,-1.225727424E-2,-9.126340039E-3,-1.049195998E-3
2.429903217E1,-1.277354546E-2,-6.711523514E-3,1.498851489E-4
2.430154019E1,-1.422243472E-2,-4.696401302E-3,1.865237369E-3
2.430403588E1,-1.703694463E-2,-6.411753129E-3,3.180895932E-3
2.430650316E1,-1.836925745E-2,-5.462480709E-3,2.131699817E-3
2.430902591E1,-1.970157027E-2,-5.712289363E-3,3.447358264E-3
2.431148896E1,-1.995137706E-2,-4.513208289E-3,4.779670853E-3
2.431401423E1,-2.223296277E-2,-4.629785661E-3,4.113514442E-3
2.431651114E1,-2.208307758E-2,-3.147588111E-3,5.962098017E-3
2.431897968E1,-2.274923399E-2,-3.280819161E-3,4.912902135E-3
2.432150056E1,-2.274923399E-2,-2.081738086E-3,5.962098017E-3
2.432397024E1,-2.273258008E-2,-1.548813190E-3,6.878062617E-3
2.432649034E1,-2.153349854E-2,-2.098391997E-3,5.695635453E-3
2.432898611E1,-2.140026726E-2,-2.747894265E-3,9.142993949E-3
2.433147932E1,-2.115045860E-2,-3.547281725E-3,8.610068820E-3
2.433397594E1,-2.035107091E-2,-3.946975339E-3,9.675919078E-3
2.433645970E1,-1.821937226E-2,-4.646439571E-3,8.476837538E-3
2.433896548E1,-1.941845380E-2,-5.029479042E-3,8.360260166E-3
2.434146076E1,-1.702029072E-2,-6.378445774E-3,1.127469353E-2
2.434395315E1,-1.555474754E-2,-5.595711991E-3,8.759954013E-3
2.434645083E1,-1.568797790E-2,-6.261868402E-3,9.809150361E-3
2.434894481E1,-1.488859113E-2,-5.728943273E-3,8.626722731E-3
2.435144042E1,-1.302335318E-2,-7.227794733E-3,8.093797602E-3
2.435393614E1,-1.315658446E-2,-6.694869604E-3,6.761485245E-3
2.435640514E1,-1.075842232E-2,-6.311830133E-3,6.761485245E-3
2.435892601E1,-1.142457873E-2,-5.912136286E-3,5.046132952E-3
2.436139537E1,-1.115811616E-2,-6.045367569E-3,4.912902135E-3
2.436389069E1,-1.169104129E-2,-6.977986079E-3,4.246745724E-3
2.436638496E1,-1.089165360E-2,-5.795558915E-3,2.264931099E-3
2.436890648E1,-9.942381643E-3,-4.862940405E-3,1.998468535E-3
2.437139379E1,-9.692572989E-3,-5.812212825E-3,1.865237369E-3
2.437389582E1,-9.809150361E-3,-3.797090380E-3,1.465543639E-3
2.437639134E1,-9.276225232E-3,-4.346669186E-3,2.664624772E-4
2.437888610E1,-1.007561199E-2,-4.346669186E-3,5.329249543E-4
2.438138056E1,-9.142993949E-3,-3.946975339E-3,-3.996937303E-4
2.438387580E1,-1.075842232E-2,-4.996171221E-3,1.332312386E-4
2.438637173E1,-1.155781001E-2,-4.463246558E-3,-1.981814625E-3
2.438886563E1,-1.140792482E-2,-4.196783993E-3,-0.000000000E0
2.439136050E1,-1.220731251E-2,-2.864471637E-3,-0.000000000E0
2.439384256E1,-1.234054379E-2,-3.797090380E-3,-5.329249543E-4
2.439635094E1,-1.393931825E-2,-2.714586444E-3,-7.993874606E-4
2.439884610E1,-1.407254953E-2,-2.048430266E-3,-2.664624713E-3
2.440133051E1,-1.502182242E-2,-3.780436469E-3,-2.647970803E-3
2.440383629E1,-1.648736559E-2,-2.831163816E-3,-3.047664650E-3
2.440633076E1,-1.741998456E-2,-3.364088712E-3,-3.447358264E-3
2.440882612E1,-1.673717424E-2,-1.632082625E-3,-4.246745724E-3
2.441132152E1,-1.835260354E-2,-2.031776356E-3,-5.445826799E-3
2.441379104E1,-1.926856861E-2,-1.348966267E-3,-4.113514442E-3
2.441631204E1,-1.966826245E-2,-1.332312386E-4,-4.246745724E-3
2.441876618E1,-2.046764828E-2,-3.996937303E-4,-5.312595516E-3
2.442130113E1,-2.166672982E-2,7.993874606E-4,-6.378445774E-3
2.442379682E1,-2.259934880E-2,1.748659997E-3,-6.245214492E-3
2.442631041E1,-2.326550521E-2,1.881891279E-3,-7.177833002E-3
2.442878693E1,-2.298238873E-2,3.347434802E-3,-6.378445774E-3
2.443125581E1,-2.431470156E-2,3.364088712E-3,-5.329249427E-3
2.443375426E1,-2.443127893E-2,5.229325965E-3,-6.511676591E-3
2.443627192E1,-2.389835380E-2,5.745597184E-3,-8.243682794E-3
2.443876667E1,-2.496420406E-2,6.694869604E-3,-7.577526849E-3
2.444126126E1,-2.308231220E-2,7.744065952E-3,-7.327718195E-3
2.444377424E1,-2.333212085E-2,9.609303437E-3,-7.460949477E-3
2.444625157E1,-2.559705079E-2,1.055857539E-2,-8.660030551E-3
2.444874677E1,-2.371516079E-2,1.242381334E-2,-8.660030551E-3
2.445122700E1,-2.251607925E-2,1.080838405E-2,-8.926493116E-3
2.445373725E1,-2.170003764E-2,1.294008363E-2,-9.192955680E-3
2.445620641E1,-2.276588790E-2,1.400593389E-2,-1.039203629E-2
2.445872651E1,-2.196650021E-2,1.333977748E-2,-8.793261833E-3
2.446122236E1,-1.995137706E-2,1.425574254E-2,-6.544984411E-3
2.446369139E1,-2.021783963E-2,1.438897382E-2,-9.459418245E-3
2.446621247E1,-2.021783963E-2,1.345635485E-2,-7.344372105E-3
2.446868155E1,-2.021783963E-2,1.332312357E-2,-8.010528050E-3
2.447119949E1,-2.008460835E-2,1.372281741E-2,-7.477603387E-3
2.447369733E1,-1.995137706E-2,1.440562773E-2,-3.897013841E-3
2.447617182E1,-1.835260354E-2,1.372281741E-2,-4.163476173E-3
2.447868676E1,-1.928522252E-2,1.240715943E-2,-3.097626381E-3
2.448115620E1,-1.795290969E-2,1.254039072E-2,-1.648736536E-3
2.448365168E1,-1.970157027E-2,1.082503796E-2,-5.828866852E-4
2.448617203E1,-1.958499290E-2,9.209609590E-3,-4.996171629E-5
2.448862120E1,-1.878560521E-2,8.027181961E-3,2.481431933E-3
2.449114041E1,-1.960164681E-2,7.094563451E-3,3.530627815E-3
2.449363134E1,-2.040103264E-2,6.844754796E-3,3.930321429E-3
2.449615176E1,-2.135030553E-2,5.778905004E-3,3.680513008E-3
2.449864753E1,-1.975153200E-2,4.563170020E-3,4.346669186E-3
2.450110505E1,-1.828598790E-2,3.880359931E-3,4.213437904E-3
2.450364179E1,-2.138361335E-2,9.825803572E-4,5.545750260E-3
2.450613207E1,-2.056757174E-2,2.031776356E-3,4.746363033E-3
2.450862755E1,-2.138361335E-2,4.496554320E-4,4.479900468E-3
2.451112198E1,-2.153349854E-2,-7.494257297E-4,4.879594315E-3
2.451358617E1,-2.208307758E-2,-2.081738086E-3,4.496554378E-3
2.451608702E1,-2.234954014E-2,-2.631316893E-3,3.297473071E-3
2.451860712E1,-2.383173816E-2,-3.680513008E-3,4.496554378E-3
2.452110273E1,-2.436466329E-2,-4.613131750E-3,1.848583459E-3
2.452359699E1,-2.318223566E-2,-6.095329300E-3,2.514739521E-3
2.452607180E1,-2.331546694E-2,-5.695635453E-3,1.715352177E-3
2.452858385E1,-2.304900438E-2,-5.962098017E-3,1.199081191E-3
2.453108234E1,-2.398162335E-2,-5.962098017E-3,6.661561783E-4
2.453357799E1,-2.398162335E-2,-6.095329300E-3,2.664624772E-4
2.453607217E1,-2.344869822E-2,-6.495022681E-3,-7.827335503E-4
2.453855427E1,-2.424808592E-2,-5.695635453E-3,-1.848583459E-3
2.454103677E1,-2.413150854E-2,-7.177833002E-3,-3.297473071E-3
2.454355724E1,-2.333212085E-2,-6.644907873E-3,-3.180895932E-3
2.454605313E1,-2.291577309E-2,-5.312595516E-3,-2.514739521E-3
2.454854719E1,-2.304900438E-2,-5.712289363E-3,-2.781202085E-3
2.455103848E1,-2.411485463E-2,-4.912902135E-3,-5.429172888E-3
2.455351211E1,-2.344869822E-2,-4.779670853E-3,-5.162710324E-3
2.455603230E1,-2.358192950E-2,-4.379977006E-3,-4.896248225E-3
2.455852823E1,-2.209973149E-2,-4.130168352E-3,-6.095329300E-3
2.456102216E1,-2.303235047E-2,-2.781202085E-3,-4.912902135E-3
2.456349165E1,-2.314892784E-2,-1.715352177E-3,-4.379977006E-3
2.456598717E1,-2.314892784E-2,-1.582121011E-3,-5.312595516E-3
2.456850747E1,-2.301569656E-2,-1.049195998E-3,-3.847052110E-3
2.457100308E1,-2.381508425E-2,-1.715352177E-3,-5.179364234E-3
2.457349746E1,-2.448124066E-2,-2.331546712E-4,-3.580589546E-3
2.457597069E1,-2.459781803E-2,1.665390446E-4,-3.330780892E-3
2.457846271E1,-2.324885130E-2,2.431470202E-3,-2.531393431E-3
2.458098265E1,-2.498085797E-2,2.181661548E-3,-1.482197549E-3
2.458347810E1,-2.458116412E-2,2.181661548E-3,-2.831163874E-4
2.458597224E1,-2.498085797E-2,2.981049009E-3,-2.831163874E-4
2.458844603E1,-2.309896611E-2,3.913667519E-3,1.831929549E-3
2.459093769E1,-2.403158508E-2,4.596477840E-3,1.965160714E-3
2.459345714E1,-2.403158508E-2,4.046898801E-3,1.565467101E-3
2.459595319E1,-2.308231220E-2,5.245979875E-3,3.147588111E-3
2.459844758E1,-2.254938707E-2,5.379211158E-3,3.014356829E-3
2.460092247E1,-2.080072649E-2,7.377679925E-3,4.862940405E-3
2.460341726E1,-2.066749521E-2,6.977986079E-3,7.111217361E-3
2.460593289E1,-1.838591136E-2,7.760719862E-3,5.529096350E-3
2.460842756E1,-1.798621751E-2,7.760719862E-3,5.662327632E-3
2.461092255E1,-1.771975495E-2,8.160413243E-3,6.578292232E-3
2.461339236E1,-1.530493889E-2,8.276990615E-3,7.244448643E-3
2.461589301E1,-1.502182242E-2,9.742534719E-3,7.893950678E-3
2.461838272E1,-1.395597216E-2,9.076378308E-3,8.160413243E-3
2.462086742E1,-1.142457873E-2,8.909839205E-3,6.578292232E-3
2.462339859E1,-1.074176840E-2,9.975688532E-3,9.093032219E-3
2.462586787E1,-1.062519103E-2,9.043070488E-3,6.445060950E-3
2.462838797E1,-8.743300103E-3,9.292879142E-3,6.977986079E-3
2.463088357E1,-9.692572989E-3,7.960566320E-3,7.244448643E-3
2.463337828E1,-8.626722731E-3,7.427641656E-3,7.111217361E-3
2.463584781E1,-7.843988948E-3,6.211906672E-3,5.529096350E-3
2.463836778E1,-7.977220230E-3,5.412518978E-3,6.328484043E-3
2.464086368E1,-9.059724398E-3,4.746363033E-3,4.479900468E-3
2.464335806E1,-9.759188630E-3,1.665390446E-3,2.764548175E-3
2.464585403E1,-8.959800936E-3,1.398927998E-3,2.764548175E-3
2.464832185E1,-1.070846058E-2,8.326952229E-5,2.381508471E-3
2.465084305E1,-1.190754212E-2,-3.164241789E-4,2.381508471E-3
2.465333841E1,-1.274023764E-2,-2.314892830E-3,-6.661561783E-4
2.465578905E1,-1.418912690E-2,-1.115811639E-3,-1.732006087E-3
2.465830292E1,-1.635413431E-2,-4.829632584E-3,-5.162710440E-4
2.466079755E1,-1.796956360E-2,-6.278522313E-3,-6.495022681E-4
2.466331839E1,-1.958499290E-2,-7.477603387E-3,-1.049195998E-3
2.466581387E1,-2.040103264E-2,-8.809915744E-3,-3.031010740E-3
2.466828608E1,-2.228292450E-2,-9.059724398E-3,-1.032542088E-3
2.467080419E1,-2.483097278E-2,-1.077507623E-2,-1.965160714E-3
2.467327322E1,-2.603005245E-2,-1.049195975E-2,-1.299004536E-3
2.467579348E1,-2.752890438E-2,-1.342304703E-2,-1.149119460E-3
2.467828925E1,-2.979383618E-2,-1.380608696E-2,-1.948506921E-3
2.468078893E1,-3.139261156E-2,-1.323985402E-2,-9.992343257E-5
2.468327945E1,-3.205876797E-2,-1.337308530E-2,-1.282350626E-3
2.468575263E1,-3.407388926E-2,-1.455551293E-2,5.662327749E-4
2.468826850E1,-3.540620208E-2,-1.440562773E-2,6.994639989E-4
2.469076423E1,-3.658862785E-2,-1.185758039E-2,1.232389011E-3
2.469325117E1,-3.662193567E-2,-1.427239645E-2,-4.829632526E-4
2.469575377E1,-3.858709708E-2,-1.197415777E-2,2.414816292E-3
2.469824181E1,-3.872032836E-2,-1.170769520E-2,2.814509906E-3
2.470074348E1,-3.991940990E-2,-9.842458181E-3,2.015122445E-3
2.470323925E1,-3.976952657E-2,-8.360260166E-3,1.881891279E-3
2.470575296E1,-4.003598541E-2,-7.827335037E-3,3.197549842E-3
2.470822924E1,-3.948640823E-2,-6.761485245E-3,4.646439571E-3
2.471070006E1,-4.001933336E-2,-6.628253963E-3,2.264931099E-3
2.471322366E1,-4.026914015E-2,-4.629785661E-3,3.197549842E-3
2.471571442E1,-3.772109374E-2,-2.897779457E-3,3.047664650E-3
2.471816450E1,-3.823736683E-2,-1.149119460E-3,5.295941606E-3
2.472070437E1,-3.916998580E-2,-1.015888178E-3,5.545750260E-3
2.472316633E1,-3.822071105E-2,-4.996171338E-4,3.563935636E-3
2.472569392E1,-3.673851490E-2,1.232389011E-3,3.297473071E-3
2.472818944E1,-3.593912721E-2,1.881891279E-3,2.364854561E-3
2.473066210E1,-3.605570272E-2,3.214203520E-3,2.498085611E-3
2.473317894E1,-3.419046476E-2,2.664624713E-3,1.965160714E-3
2.473563960E1,-3.457350656E-2,5.745597184E-3,2.081738086E-3
2.473816901E1,-3.337442502E-2,5.462480709E-3,6.328483578E-4
2.474066425E1,-3.324119374E-2,5.062786862E-3,7.660796400E-4
2.474315388E1,-3.162576631E-2,5.845520645E-3,1.032542088E-3
2.474562861E1,-3.002699092E-2,5.695635453E-3,-8.326952229E-4
2.474813231E1,-2.991041355E-2,5.429172888E-3,-1.348966267E-3
2.475064765E1,-2.976052836E-2,7.027947810E-3,-2.414816292E-3
2.475313980E1,-2.909437194E-2,6.744831335E-3,-2.947741188E-3
2.475560871E1,-2.776205912E-2,6.728177425E-3,-3.080972470E-3
2.475810366E1,-2.749559656E-2,5.545750260E-3,-1.615428715E-3
2.476059931E1,-2.749559656E-2,6.594946142E-3,-3.214203520E-3
2.476311335E1,-2.468108758E-2,7.377679925E-3,-4.413284827E-3
2.476561449E1,-2.428139374E-2,7.510911208E-3,-3.747128649E-3
2.476811514E1,-2.321554348E-2,6.961332168E-3,-4.013590980E-3
2.477060420E1,-2.268261835E-2,6.828100886E-3,-3.214203520E-3
2.477309166E1,-2.148353681E-2,6.544984411E-3,-5.462480709E-3
2.477559414E1,-2.148353681E-2,6.544984411E-3,-5.062786862E-3
2.477809008E1,-1.893549040E-2,7.594180759E-3,-5.995405838E-3
2.478055882E1,-1.786964014E-2,7.444295567E-3,-4.946209956E-3
2.478303828E1,-1.813610271E-2,6.794793066E-3,-4.413284827E-3
2.478554902E1,-1.667055860E-2,6.111983210E-3,-4.546516109E-3
2.478803685E1,-1.492189895E-2,7.560872938E-3,-3.880359931E-3
2.479054357E1,-1.520501543E-2,6.761485245E-3,-4.946209956E-3
2.479305968E1,-1.560470928E-2,5.562404171E-3,-3.347434802E-3
2.479550984E1,-1.533824671E-2,5.828866735E-3,-3.730474738E-3
2.479804934E1,-1.640409604E-2,5.962098017E-3,-5.062786862E-3
2.480054503E1,-1.640409604E-2,6.361791864E-3,-3.464012174E-3
2.480303991E1,-1.775306277E-2,5.845520645E-3,-3.597243456E-3
2.480549930E1,-1.881891303E-2,5.845520645E-3,-4.796324763E-3
2.480800589E1,-2.016787790E-2,4.263399635E-3,-5.046132952E-3
2.481052518E1,-2.254938707E-2,5.479134619E-3,-3.330780892E-3
2.481301988E1,-2.458116412E-2,4.030244891E-3,-3.863706021E-3
2.481551435E1,-2.429804765E-2,4.829632584E-3,-5.312595516E-3
2.481798444E1,-2.709590271E-2,5.645673722E-3,-5.062786862E-3
2.482047928E1,-2.871133201E-2,4.862940405E-3,-3.863706021E-3
2.482299999E1,-3.204211220E-2,5.562404171E-3,-3.996937070E-3
2.482549502E1,-3.485662118E-2,4.646439571E-3,-3.996937070E-3
2.482798961E1,-3.552277759E-2,4.130168352E-3,-1.998468535E-3
2.483048457E1,-3.887021542E-2,3.880359931E-3,-1.865237369E-3
2.483298469E1,-3.993606195E-2,4.296707455E-3,-2.131699817E-3
2.483547517E1,-3.940314054E-2,3.763782559E-3,-1.465543639E-3
2.483792788E1,-3.913667798E-2,3.497319994E-3,-1.665390482E-5
2.484046503E1,-4.021918029E-2,1.498851459E-3,9.159647743E-4
2.484293488E1,-3.968625516E-2,1.632082625E-3,1.165773356E-4
2.484543814E1,-3.622224182E-2,4.163476115E-4,2.381508471E-3
2.484795051E1,-3.620558977E-2,1.615428715E-3,3.430704353E-3
2.485041075E1,-3.315792605E-2,-5.495788646E-4,3.447358264E-3
2.485293997E1,-3.194218874E-2,-2.664624772E-4,6.095329300E-3
2.485543264E1,-2.967725880E-2,-4.330015217E-4,5.562404171E-3
2.485792927E1,-2.727909572E-2,-8.493491332E-4,4.363323096E-3
2.486042528E1,-2.499751188E-2,6.661561929E-5,4.629785661E-3
2.486289554E1,-2.231623232E-2,1.831929549E-4,5.295941606E-3
2.486541552E1,-2.045099437E-2,-4.996171338E-4,5.429172888E-3
2.486791735E1,-1.791960187E-2,-5.162710440E-4,6.095329300E-3
2.487037987E1,-1.763648540E-2,8.160413126E-4,6.211906672E-3
2.487287576E1,-1.535490062E-2,1.865237369E-3,5.279287696E-3
2.487539798E1,-1.761983149E-2,3.330780892E-3,5.162710324E-3
2.487789073E1,-1.588782482E-2,2.264931099E-3,5.695635453E-3
2.488036014E1,-1.790294796E-2,2.015122445E-3,5.695635453E-3
2.488289257E1,-1.776971668E-2,1.199081191E-3,3.713820828E-3
2.488537580E1,-2.045099437E-2,1.615428715E-3,3.963629249E-3
2.488785997E1,-2.005130053E-2,4.163476115E-4,2.514739521E-3
2.489036510E1,-2.140026726E-2,-5.162710440E-4,3.314126981E-3
2.489283487E1,-2.434800938E-2,-2.498085611E-3,2.131699817E-3
2.489533019E1,-2.529728226E-2,-3.680513008E-3,3.863706021E-3
2.489785045E1,-2.476435713E-2,-4.479900468E-3,3.064318560E-3
2.490032010E1,-2.786198258E-2,-5.662327632E-3,2.015122445E-3
2.490284048E1,-2.692936361E-2,-5.812212825E-3,1.482197549E-3
2.490530988E1,-2.826167643E-2,-6.728177425E-3,1.215735101E-3
2.490783129E1,-2.932752669E-2,-5.662327632E-3,6.828100886E-4
2.491032612E1,-3.079307079E-2,-5.662327632E-3,-1.432235818E-3
2.491279568E1,-3.159245849E-2,-4.979517311E-3,-2.231623279E-3
2.491531534E1,-3.119276464E-2,-3.930321429E-3,-4.879594315E-3
2.491778502E1,-3.304134682E-2,-1.115811639E-3,-5.029479042E-3
2.492028018E1,-3.542285413E-2,3.663859097E-4,-6.345137954E-3
2.492280040E1,-3.407388926E-2,3.547281725E-3,-7.960566320E-3
2.492529633E1,-3.633882105E-2,3.980283160E-3,-7.161179092E-3
2.492779035E1,-3.832063451E-2,6.128637120E-3,-7.827335037E-3
2.493026805E1,-3.951971605E-2,7.061255630E-3,-9.426110424E-3
2.493275556E1,-4.110183567E-2,8.543453179E-3,-6.911370438E-3
2.493527574E1,-4.163476080E-2,1.002565026E-2,-6.111983210E-3
2.493777143E1,-4.200114682E-2,1.282350626E-2,-5.329249427E-3
2.494026541E1,-4.320022836E-2,1.284016017E-2,-4.013590980E-3
2.494275267E1,-4.240084067E-2,1.217400469E-2,-3.613897366E-3
2.494524750E1,-3.945310041E-2,1.322320011E-2,-3.613897366E-3
2.494775088E1,-3.798755631E-2,1.413916517E-2,-2.165007638E-3
2.495024641E1,-3.450689092E-2,1.398927998E-2,-2.281585010E-3
2.495274059E1,-3.224195912E-2,1.397262607E-2,-2.414816292E-3
2.495523575E1,-2.742898092E-2,1.353962440E-2,-3.114280291E-3
2.495769502E1,-2.223296277E-2,1.244046725E-2,-2.181661548E-3
2.496022606E1,-1.622090302E-2,1.199081168E-2,-2.714586444E-3
2.496272167E1,-9.959034622E-3,9.792496450E-3,-4.829632584E-3
2.496521577E1,-4.246745724E-3,7.344372105E-3,-4.679747391E-3
2.496767109E1,1.781967818E-3,8.759954013E-3,-4.829632584E-3
2.497018057E1,9.642611258E-3,5.629019812E-3,-5.212672055E-3
2.497270145E1,1.525497716E-2,5.712289363E-3,-5.479134619E-3
2.497519644E1,2.098391950E-2,5.662327632E-3,-7.211140823E-3
2.497769082E1,2.458116412E-2,4.180130083E-3,-5.612365901E-3
2.498015412E1,2.952737361E-2,3.597243456E-3,-7.327718195E-3
2.498270197E1,3.167572618E-2,4.779670853E-3,-6.944678258E-3
2.498517581E1,3.365754336E-2,3.563935636E-3,-7.860642858E-3
2.498767194E1,3.567266464E-2,4.479900468E-3,-6.944678258E-3
2.499016576E1,3.567266464E-2,4.080206621E-3,-7.993874140E-3
2.499266128E1,3.315792605E-2,5.978751928E-3,-6.811446976E-3
2.499513125E1,3.102622554E-2,6.794793066E-3,-7.477603387E-3
2.499765119E1,2.756221220E-2,8.426875807E-3,-6.411753129E-3
2.500012128E1,2.314892784E-2,8.593414910E-3,-7.477603387E-3
2.500264122E1,1.660394296E-2,9.176301770E-3,-8.276990615E-3
2.500513626E1,1.060853712E-2,1.042534411E-2,-6.161944941E-3
2.500760611E1,3.247511340E-3,9.009762667E-3,-7.877296768E-3
2.501010314E1,-1.682044356E-3,1.025880501E-2,-7.344372105E-3
2.501262181E1,-9.709226899E-3,1.004230417E-2,-9.725880809E-3
2.501511632E1,-1.798621751E-2,8.909839205E-3,-9.059724398E-3
2.501758621E1,-2.681278624E-2,8.310298435E-3,-8.926493116E-3
2.502012177E1,-3.390735015E-2,6.361791864E-3,-9.043070488E-3
2.502260155E1,-4.140160605E-2,5.362557247E-3,-8.776607923E-3
2.502509716E1,-5.064452440E-2,3.297473071E-3,-1.009226590E-2
2.502756334E1,-5.678981543E-2,2.681278624E-3,-9.159647860E-3
2.503008633E1,-6.268529594E-2,-3.497319994E-4,-8.759954013E-3
2.503258222E1,-6.924693286E-2,-2.165007638E-3,-9.542687796E-3
2.503507099E1,-7.609169185E-2,-5.179364234E-3,-8.593414910E-3
2.503757217E1,-7.917266339E-2,-7.027947810E-3,-9.126340039E-3
2.504004133E1,-8.388572186E-2,-9.792496450E-3,-1.084169187E-2
2.504256167E1,-8.736638725E-2,-1.069180667E-2,-1.004230417E-2
2.504505712E1,-9.084705263E-2,-1.200746559E-2,-1.202411950E-2
2.504755292E1,-9.381144494E-2,-1.425574254E-2,-9.492726065E-3
2.505004743E1,-9.594314545E-2,-1.423908863E-2,-1.069180667E-2
2.505251614E1,-9.580991417E-2,-1.437231991E-2,-1.069180667E-2
2.505503677E1,-9.647607058E-2,-1.448889729E-2,-1.029211283E-2
2.505753230E1,-9.421113878E-2,-1.477201376E-2,-9.359494783E-3
2.506000137E1,-9.261236340E-2,-1.505513024E-2,-9.492726065E-3
2.506252237E1,-9.206278622E-2,-1.465543639E-2,-9.226263501E-3
2.506497391E1,-8.818242699E-2,-1.362289395E-2,-7.777373772E-3
2.506751183E1,-8.630053699E-2,-1.135796309E-2,-7.777373772E-3
2.507000731E1,-8.187059313E-2,-1.005895808E-2,-6.461714860E-3
2.507250174E1,-7.665792108E-2,-9.559341706E-3,-5.545750260E-3
2.507499742E1,-7.144524902E-2,-9.342840873E-3,-4.346669186E-3
2.507746646E1,-6.593281031E-2,-5.512442440E-3,-3.963629249E-3
2.507998701E1,-6.151952595E-2,-4.729709122E-3,-2.647970803E-3
2.508248282E1,-5.362557247E-2,-3.064318560E-3,-2.647970803E-3
2.508497765E1,-4.824636132E-2,-2.997702977E-4,-1.332312357E-3
2.508747272E1,-4.088533670E-2,2.048430266E-3,7.827335503E-4
2.508994180E1,-3.553943336E-2,2.398162382E-3,-2.831163874E-4
2.509246178E1,-2.909437194E-2,4.896248225E-3,3.147588111E-3
2.509495787E1,-2.148353681E-2,6.045367569E-3,2.214969369E-3
2.509742642E1,-1.598774828E-2,7.993874140E-3,3.264165251E-3
2.509994839E1,-1.090830751E-2,7.427641656E-3,4.596477840E-3
2.510243407E1,-5.012825131E-3,8.593414910E-3,4.596477840E-3
2.510493728E1,1.998468651E-4,8.943147026E-3,5.112748593E-3
2.510743273E1,5.146056414E-3,1.010891981E-2,5.245979875E-3
2.510991792E1,9.825804271E-3,9.409456514E-3,6.828100886E-3
2.511242292E1,1.328981575E-2,9.376148693E-3,5.379211158E-3
