"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.515233571E1,4.822970927E-2,-1.643740386E-2,8.660030435E-4
4.515481720E1,4.703062773E-2,-1.588782482E-2,-8.326952229E-5
4.515729970E1,4.394965619E-2,-1.667055860E-2,1.831929549E-4
4.515982074E1,4.195118695E-2,-1.730340719E-2,2.314892830E-3
4.516228948E1,3.955302387E-2,-1.715352200E-2,2.048430266E-3
4.516481056E1,3.835394233E-2,-1.527163107E-2,1.915199100E-3
4.516728578E1,3.635547310E-2,-1.565467007E-2,4.030244891E-3
4.516980015E1,3.342438862E-2,-1.402258780E-2,4.679747391E-3
4.517229596E1,3.332446516E-2,-1.162442565E-2,4.413284827E-3
4.517476422E1,3.014356829E-2,-8.926493116E-3,5.462480709E-3
4.517728586E1,2.934418060E-2,-8.526799269E-3,4.663093481E-3
4.517975490E1,2.762882784E-2,-5.562404171E-3,5.579058081E-3
4.518227476E1,2.751225047E-2,-4.096860532E-3,4.912902135E-3
4.518477061E1,2.617993765E-2,-2.364854561E-3,4.113514442E-3
4.518725860E1,2.419812419E-2,-7.494257297E-4,3.447358264E-3
4.518976100E1,2.448124066E-2,2.448124113E-3,3.314126981E-3
4.519221380E1,2.329881303E-2,3.797090380E-3,3.963629249E-3
4.519475006E1,2.276588790E-2,4.063552711E-3,2.115045907E-3
4.519724566E1,2.249942534E-2,5.395865068E-3,2.381508471E-3
4.519971807E1,2.263265662E-2,4.330015276E-3,2.248277189E-3
4.520223573E1,2.116711251E-2,4.879594315E-3,3.164242022E-3
4.520473012E1,2.263265662E-2,3.930321429E-3,1.981814625E-3
4.520722532E1,2.208307758E-2,2.731240354E-3,1.448889729E-3
4.520972092E1,2.234954014E-2,2.065084176E-3,1.848583459E-3
4.521218959E1,2.233288623E-2,1.265696716E-3,7.993874606E-4
4.521471108E1,2.111715078E-2,-1.998468651E-4,-1.165773356E-4
4.521719561E1,2.284915745E-2,-1.149119460E-3,1.665390482E-5
4.521967482E1,2.269927226E-2,-1.831929549E-3,-2.631316893E-3
4.522217047E1,2.294908091E-2,-4.230091814E-3,-1.299004536E-3
4.522466945E1,2.359858342E-2,-6.378445774E-3,-3.946975339E-3
4.522716021E1,2.533059008E-2,-6.261868402E-3,-5.012825131E-3
4.522965472E1,2.411485463E-2,-8.243682794E-3,-4.862940405E-3
4.523217543E1,2.344869822E-2,-8.243682794E-3,-4.463246558E-3
4.523467079E1,2.304900438E-2,-8.626722731E-3,-3.697166918E-3
4.523716518E1,2.371516079E-2,-8.643376641E-3,-5.146056414E-3
4.523966078E1,2.449789457E-2,-9.709226899E-3,-4.879594315E-3
4.524212957E1,2.303235047E-2,-9.825804271E-3,-4.479900468E-3
4.524465073E1,2.236619405E-2,-1.022549719E-2,-6.078675389E-3
4.524714557E1,2.251607925E-2,-7.427641656E-3,-5.945444107E-3
4.524961720E1,2.170003764E-2,-9.026416577E-3,-5.146056414E-3
4.525213539E1,2.184992284E-2,-7.677450310E-3,-4.096860532E-3
4.525460459E1,2.130034380E-2,-9.009762667E-3,-3.297473071E-3
4.525712538E1,2.198315412E-2,-7.943912409E-3,-3.430704353E-3
4.525962078E1,2.224961668E-2,-8.476837538E-3,-3.164242022E-3
4.526209132E1,2.118376642E-2,-7.810681593E-3,-3.164242022E-3
4.526458498E1,2.211638540E-2,-7.810681593E-3,-3.164242022E-3
4.526706805E1,2.184992284E-2,-7.410987746E-3,-2.381508471E-3
4.526960015E1,2.278254181E-2,-8.493491448E-3,-2.897779457E-3
4.527209596E1,2.518070489E-2,-8.243682794E-3,-3.297473071E-3
4.527457940E1,2.732905746E-2,-8.909839205E-3,-6.495022681E-4
4.527708542E1,2.906106412E-2,-8.793261833E-3,-1.582121011E-3
4.527955458E1,2.999368310E-2,-8.010528050E-3,-2.764548175E-3
4.528204950E1,3.267496079E-2,-8.426875807E-3,-2.364854561E-3
4.528457106E1,3.532293066E-2,-9.925727732E-3,-2.498085611E-3
4.528704571E1,3.667189926E-2,-9.126340039E-3,-2.498085611E-3
4.528956093E1,3.773774952E-2,-8.876531385E-3,-4.896248225E-3
4.529204058E1,3.935317695E-2,-8.743300103E-3,-2.115045907E-3
4.529455027E1,4.281719029E-2,-8.526799269E-3,-4.629785661E-3
4.529704539E1,4.228426516E-2,-7.710758131E-3,-3.963629249E-3
4.529954010E1,4.349999875E-2,-7.727412041E-3,-4.896248225E-3
4.530203586E1,4.428273439E-2,-8.393567987E-3,-5.295941606E-3
4.530451076E1,4.429938644E-2,-7.327718195E-3,-4.230091814E-3
4.530702520E1,4.458250478E-2,-6.261868402E-3,-3.713820828E-3
4.530952073E1,4.338342324E-2,-3.980283160E-3,-4.513208289E-3
4.531203554E1,4.273391888E-2,-2.248277189E-3,-3.713820828E-3
4.531451051E1,4.206776246E-2,-2.647970803E-3,-1.448889729E-3
4.531699123E1,3.807082772E-2,-1.815275638E-3,-1.448889729E-3
4.531950018E1,3.753790259E-2,-1.149119460E-3,-1.582121011E-3
4.532199574E1,3.475669771E-2,1.548813190E-3,-1.715352177E-3
4.532446278E1,3.275823221E-2,1.965160714E-3,-3.996937303E-4
4.532698561E1,3.102622554E-2,2.248277189E-3,1.332312386E-4
4.532947092E1,2.822836861E-2,4.013590980E-3,2.664624772E-4
4.533197536E1,2.676282451E-2,4.163476173E-3,2.664624772E-4
4.533447076E1,2.528062835E-2,2.831163816E-3,1.598774921E-3
4.533696498E1,2.356527559E-2,4.446592648E-3,1.182427281E-3
4.533946079E1,2.223296277E-2,4.596477840E-3,3.047664650E-3
4.534191192E1,1.941845380E-2,4.879594315E-3,1.315658446E-3
4.534445021E1,2.010126226E-2,4.629785661E-3,3.447358264E-3
4.534694582E1,1.728675328E-2,3.830398200E-3,1.715352177E-3
4.534941888E1,1.593778655E-2,2.514739521E-3,3.847052110E-3
4.535191363E1,1.513839979E-2,3.730474738E-3,2.647970803E-3
4.535439707E1,1.622090302E-2,4.379977006E-3,1.715352177E-3
4.535692507E1,1.527163107E-2,3.330780892E-3,3.447358264E-3
4.535942083E1,1.567132398E-2,3.047664650E-3,1.465543639E-3
4.536192848E1,1.593778655E-2,3.314126981E-3,1.065849909E-3
4.536441135E1,1.700363681E-2,3.031010740E-3,-1.332312386E-4
4.536690541E1,1.818606444E-2,1.282350626E-3,5.329249543E-4
4.536940020E1,1.793625578E-2,2.214969369E-3,-9.159647743E-4
4.537189495E1,1.911868341E-2,1.132465550E-3,-1.448889729E-3
4.537436643E1,2.206642367E-2,2.314892830E-3,-1.448889729E-3
4.537690496E1,2.206642367E-2,1.648736536E-3,-2.914433368E-3
4.537938018E1,2.326550521E-2,1.365620177E-3,-2.781202085E-3
4.538187506E1,2.353196777E-2,2.165007638E-3,-3.047664650E-3
4.538436985E1,2.513074316E-2,1.082503819E-3,-3.830398200E-3
4.538689284E1,2.782867476E-2,3.863706021E-3,-5.429172888E-3
4.538933465E1,2.994372137E-2,2.631316893E-3,-6.095329300E-3
4.539185540E1,3.049330041E-2,2.897779457E-3,-5.962098017E-3
4.539435117E1,3.217534348E-2,2.681278624E-3,-6.211906672E-3
4.539684523E1,3.457350656E-2,3.064318560E-3,-6.878062617E-3
4.539933083E1,3.590581939E-2,2.514739521E-3,-6.345137954E-3
4.540181008E1,3.592247143E-2,3.863706021E-3,-5.678981543E-3
4.540434226E1,3.858709708E-2,2.498085611E-3,-6.211906672E-3
4.540679982E1,3.940314054E-2,3.830398200E-3,-5.295941606E-3
4.540932065E1,4.126837477E-2,3.264165251E-3,-7.410987746E-3
4.541180462E1,3.993606195E-2,4.230091814E-3,-4.629785661E-3
4.541431012E1,3.940314054E-2,4.096860532E-3,-5.295941606E-3
4.541680572E1,4.073544964E-2,4.479900468E-3,-5.429172888E-3
4.541930027E1,3.887021542E-2,4.896248225E-3,-4.496554378E-3
4.542176963E1,3.860375285E-2,4.779670853E-3,-3.047664650E-3
4.542429010E1,3.742132336E-2,6.794793066E-3,-2.781202085E-3
4.542678521E1,3.767113388E-2,5.062786862E-3,0.000000000E0
4.542925938E1,3.553943336E-2,5.079440773E-3,-1.315658446E-3
4.543177561E1,3.382408246E-2,6.961332168E-3,-1.582121011E-3
4.543426947E1,3.394065797E-2,6.295176223E-3,-9.326186846E-4
4.543676519E1,3.180895746E-2,6.445060950E-3,1.332312386E-4
4.543926047E1,3.207542002E-2,6.578292232E-3,1.981814625E-3
4.544175514E1,2.952737361E-2,5.012825131E-3,3.314126981E-3
4.544425103E1,2.834494598E-2,5.962098017E-3,3.980283160E-3
4.544671962E1,2.939414233E-2,4.879594315E-3,4.113514442E-3
4.544924021E1,3.045999259E-2,3.014356829E-3,5.712289363E-3
4.545170990E1,2.911102585E-2,2.214969369E-3,5.845520645E-3
4.545420444E1,2.804517560E-2,1.965160714E-3,6.911370438E-3
4.545669964E1,2.817840688E-2,1.565467101E-3,7.960566320E-3
4.545920054E1,2.682944015E-2,7.660796400E-4,6.111983210E-3
4.546171478E1,2.709590271E-2,5.162710440E-4,7.311064284E-3
4.546421099E1,2.856144682E-2,6.328483578E-4,7.177833002E-3
4.546666221E1,2.747894265E-2,-1.365620177E-3,6.245214492E-3
4.546920037E1,2.761217393E-2,-1.632082625E-3,5.862174556E-3
4.547165134E1,2.827833034E-2,-2.048430266E-3,6.128637120E-3
4.547419024E1,2.906106412E-2,-3.930321429E-3,5.345903337E-3
4.547668483E1,2.799521387E-2,-2.198315458E-3,4.280053545E-3
4.547915460E1,2.811179124E-2,-3.797090380E-3,1.648736536E-3
4.548167494E1,2.761217393E-2,-1.382274088E-3,3.613897366E-3
4.548414410E1,2.679613233E-2,-2.065084176E-3,-3.497319994E-4
4.548666522E1,2.746228874E-2,-2.598009072E-3,5.828866852E-4
4.548916103E1,2.706259489E-2,-2.198315458E-3,-8.326952229E-5
4.549163043E1,2.786198258E-2,-2.614662983E-3,-1.665390446E-3
4.549415037E1,2.546382137E-2,-1.931853010E-3,-2.731240354E-3
4.549663771E1,2.544716746E-2,-2.331546741E-3,-3.530627815E-3
4.549914011E1,2.464777976E-2,-2.198315458E-3,-5.912136286E-3
4.550163511E1,2.306565829E-2,-9.825803572E-4,-4.996171221E-3
4.550412583E1,2.291577309E-2,-2.065084176E-3,-7.111217361E-3
4.550662608E1,2.184992284E-2,-1.115811639E-3,-6.711523514E-3
4.550909548E1,2.023449354E-2,-1.781967818E-3,-7.760719862E-3
4.551161517E1,1.903541386E-2,-1.765313908E-3,-7.494257297E-3
4.551411082E1,1.838591136E-2,-1.099157729E-3,-7.510911208E-3
4.551661322E1,1.702029072E-2,-2.697932534E-3,-9.359494783E-3
4.551910085E1,1.582120918E-2,-2.281585010E-3,-8.027181961E-3
4.552156956E1,1.317323837E-2,-1.199081191E-3,-9.226263501E-3
4.552409006E1,1.423908863E-2,-7.993874606E-4,-8.693338372E-3
4.552658530E1,1.130800135E-2,-1.032542088E-3,-6.178598851E-3
4.552905446E1,1.035872847E-2,-1.432235818E-3,-7.244448643E-3
4.553157615E1,1.010891981E-2,-4.829632526E-4,-6.045367569E-3
4.553404482E1,9.709226899E-3,-4.829632526E-4,-6.045367569E-3
4.553656573E1,6.628253963E-3,1.998468651E-4,-6.578292232E-3
4.553906089E1,8.376914077E-3,-6.661561929E-5,-2.864471637E-3
4.554158160E1,5.828866735E-3,-1.115811639E-3,-2.731240354E-3
4.554405002E1,6.095329300E-3,-4.330015217E-4,-1.948506921E-3
4.554652822E1,4.763016943E-3,-2.997702977E-4,-1.682044356E-3
4.554904030E1,2.764548175E-3,-5.495788646E-4,-6.161945057E-4
4.555153517E1,2.165007609E-4,-9.159647743E-4,1.115811639E-3
4.555400913E1,8.993108640E-4,2.831163874E-4,1.765313908E-3
4.555652585E1,3.663859097E-4,1.665390482E-5,4.996171629E-5
4.555899460E1,1.165773356E-4,1.632082625E-3,3.347434802E-3
4.556151532E1,-2.997702977E-4,8.326952229E-4,3.613897366E-3
4.556401092E1,-2.431470202E-3,5.828866852E-4,2.298238920E-3
4.556648586E1,-2.714586444E-3,-3.330780892E-4,4.679747391E-3
4.556900051E1,-3.630551277E-3,1.665390446E-3,4.146822263E-3
4.557146917E1,-4.046898801E-3,-4.663093423E-4,2.564701252E-3
4.557399009E1,-5.645673722E-3,4.663093423E-4,2.031776356E-3
4.557648529E1,-7.910604589E-3,6.161945057E-4,8.326952229E-4
4.557895452E1,-8.310298435E-3,7.660796400E-4,2.697932534E-3
4.558147613E1,-9.526033886E-3,-1.665390446E-4,1.831929549E-4
4.558392934E1,-1.125803962E-2,-1.498851489E-4,8.326952229E-4
4.558646502E1,-1.112480834E-2,-1.665390482E-5,3.164241789E-4
4.558896059E1,-1.312327664E-2,2.664624772E-4,6.994639989E-4
4.559145172E1,-1.567132398E-2,2.831163874E-4,-2.165007609E-4
4.559395098E1,-1.728675328E-2,-7.827335503E-4,-1.665390446E-3
4.559643276E1,-1.715352200E-2,-6.495022681E-4,-1.415581908E-3
4.559894016E1,-1.901875995E-2,-7.660796400E-4,-2.198315458E-3
4.560143512E1,-1.928522252E-2,-1.432235818E-3,-6.161945057E-4
4.560394256E1,-2.141692117E-2,-6.161945057E-4,-1.798621728E-3
4.560640147E1,-2.276588790E-2,-2.348200651E-3,-2.065084176E-3
4.560887416E1,-2.384839207E-2,-3.130934201E-3,-3.330780892E-4
4.561137587E1,-2.519735880E-2,-4.046898801E-3,-9.992342675E-4
4.561391042E1,-2.666290104E-2,-4.180130083E-3,-5.995405954E-4
4.561640570E1,-2.652966976E-2,-4.180130083E-3,1.998468651E-4
4.561890000E1,-2.799521387E-2,-4.429938737E-3,-3.330780892E-4
4.562136936E1,-2.854479291E-2,-5.212672055E-3,1.265696716E-3
4.562389015E1,-3.054326214E-2,-5.212672055E-3,8.660030435E-4
4.562635996E1,-3.054326214E-2,-5.079440773E-3,7.327718195E-4
4.562890334E1,-3.202546015E-2,-7.194486912E-3,-7.161179092E-4
4.563137587E1,-3.014356829E-2,-4.946209956E-3,-3.330780892E-4
4.563385378E1,-3.067649342E-2,-4.280053545E-3,-7.327718195E-4
4.563638543E1,-3.094295599E-2,-3.880359931E-3,-2.314892830E-3
4.563886082E1,-3.199215233E-2,-3.064318560E-3,-1.665390446E-3
4.564133538E1,-3.185892105E-2,-2.414816292E-3,-2.598009072E-3
4.564385044E1,-3.157580271E-2,-9.326186846E-4,-2.464778023E-3
4.564631943E1,-2.997702919E-2,-4.330015217E-4,-4.846286494E-3
4.564884006E1,-2.782867476E-2,1.415581908E-3,-5.379211158E-3
4.565133583E1,-2.594678290E-2,1.548813190E-3,-3.264165251E-3
4.565382139E1,-2.526397444E-2,3.147588111E-3,-3.397396533E-3
4.565632586E1,-2.338208258E-2,4.862940405E-3,-4.080206621E-3
4.565880092E1,-2.031776309E-2,4.030244891E-3,-4.463246558E-3
4.566131504E1,-1.870233566E-2,5.212672055E-3,-4.479900468E-3
4.566381101E1,-1.695367508E-2,6.411753129E-3,-3.014356829E-3
4.566630381E1,-1.240715943E-2,6.111983210E-3,-1.698698266E-3
4.566880092E1,-1.172434911E-2,8.110451512E-3,-1.831929549E-3
4.567129437E1,-1.039203629E-2,7.577526849E-3,8.160413126E-4
4.567376499E1,-6.261868402E-3,6.744831335E-3,-4.996171338E-4
4.567628574E1,-5.329249427E-3,6.594946142E-3,-7.660796400E-4
4.567876149E1,-3.996937070E-3,6.328484043E-3,1.748659997E-3
4.568127569E1,-2.131699817E-3,5.112748593E-3,1.082503819E-3
4.568374473E1,-1.332312357E-3,3.913667519E-3,1.748659997E-3
4.568628037E1,-1.732006087E-3,3.913667519E-3,2.414816292E-3
4.568876039E1,-1.082503819E-3,1.648736536E-3,4.812978674E-3
4.569125295E1,-1.665390482E-5,2.298238920E-3,3.480666084E-3
4.569375026E1,-8.326952229E-4,1.232389011E-3,2.548047341E-3
4.569623154E1,-5.495788646E-4,1.632082625E-3,1.099157729E-3
4.569874001E1,-1.232389011E-3,1.099157729E-3,1.232389011E-3
4.570123574E1,-4.696401302E-3,8.660030435E-4,2.165007638E-3
4.570373020E1,-6.711523514E-3,8.826569538E-4,6.994639989E-4
4.570622581E1,-1.019218937E-2,3.663859097E-4,1.099157729E-3
4.570869684E1,-1.245712116E-2,-2.831163874E-4,9.659265052E-4
4.571121515E1,-1.447224338E-2,1.332312386E-4,-4.829632526E-4
4.571371091E1,-2.061753348E-2,-8.326952229E-5,-1.032542088E-3
4.571618032E1,-2.303235047E-2,-8.660030435E-4,-4.996171338E-4
4.571867559E1,-2.636313066E-2,2.331546712E-4,-4.996171338E-4
4.572118813E1,-3.157580271E-2,1.332312386E-4,-3.280819161E-3
4.572366949E1,-3.517304733E-2,-4.996171338E-4,-1.948506921E-3
4.572618577E1,-3.650536016E-2,2.997702977E-4,-2.747894265E-3
4.572868349E1,-4.066883400E-2,-5.995405954E-4,-3.663859097E-3
4.573117572E1,-4.295042157E-2,-2.448124113E-3,-3.264165251E-3
4.573364467E1,-4.388304055E-2,-3.364088712E-3,-2.731240354E-3
4.573615024E1,-4.681412503E-2,-2.015122445E-3,-3.264165251E-3
4.573863694E1,-4.658097029E-2,-5.212672055E-3,-2.864471637E-3
4.574115549E1,-4.711389542E-2,-5.079440773E-3,-3.130934201E-3
4.574365065E1,-4.884590209E-2,-5.862174556E-3,-1.931853010E-3
4.574614487E1,-4.699731991E-2,-7.627488580E-3,-3.780436469E-3
4.574864080E1,-4.768012837E-2,-8.293644525E-3,-4.962863866E-3
4.575113547E1,-4.553177580E-2,-6.828100886E-3,-4.979517311E-3
4.575360728E1,-4.499885067E-2,-8.310298435E-3,-5.229325965E-3
4.575612510E1,-4.433269426E-2,-8.443529718E-3,-6.161944941E-3
4.575862091E1,-4.235088080E-2,-1.005895808E-2,-5.096094683E-3
4.576112795E1,-4.181795567E-2,-1.007561199E-2,-6.028713658E-3
4.576361012E1,-4.155149311E-2,-1.154115610E-2,-5.629019812E-3
4.576608734E1,-4.050229490E-2,-1.234054379E-2,-5.229325965E-3
4.576859995E1,-4.061887413E-2,-1.047530584E-2,-4.829632584E-3
4.577109552E1,-3.915333003E-2,-1.142457873E-2,-6.012059748E-3
4.577356447E1,-3.875363618E-2,-1.195750386E-2,-3.763782559E-3
4.577608494E1,-3.903675452E-2,-1.342304703E-2,-3.763782559E-3
4.577856012E1,-3.877029195E-2,-1.342304703E-2,-4.429938737E-3
4.578107525E1,-3.877029195E-2,-1.342304703E-2,-4.296707455E-3
4.578357082E1,-3.728809208E-2,-1.290677581E-2,-4.163476173E-3
4.578609145E1,-3.515639156E-2,-1.330646966E-2,-2.697932534E-3
4.578856004E1,-3.274157643E-2,-1.185758039E-2,-2.181661548E-3
4.579104262E1,-3.179230541E-2,-1.054192148E-2,-4.563170020E-3
4.579352443E1,-2.817840688E-2,-8.993108757E-3,-4.946209956E-3
4.579604514E1,-2.696267143E-2,-6.861408707E-3,-6.012059748E-3
4.579852329E1,-2.466443367E-2,-4.080206621E-3,-5.096094683E-3
4.580103501E1,-2.251607925E-2,-3.164242022E-3,-7.361026015E-3
4.580348415E1,-1.995137706E-2,1.082503819E-3,-6.977986079E-3
4.580602520E1,-1.820271835E-2,2.398162382E-3,-7.910604589E-3
4.580852073E1,-1.978483982E-2,5.079440773E-3,-8.310298435E-3
4.581101446E1,-1.895214431E-2,7.077909540E-3,-7.394333836E-3
4.581350901E1,-1.707025245E-2,9.326186962E-3,-8.193721063E-3
4.581596710E1,-2.051761001E-2,1.215735078E-2,-7.410987746E-3
4.581850067E1,-2.251607925E-2,1.350631658E-2,-6.744831335E-3
4.582099558E1,-2.463112585E-2,1.433901209E-2,-3.563935636E-3
4.582349062E1,-2.636313066E-2,1.635413431E-2,-4.113514442E-3
4.582598504E1,-2.849483117E-2,1.638744213E-2,-2.248277189E-3
4.582846771E1,-3.130934015E-2,1.467209030E-2,-1.332312386E-4
4.583094960E1,-3.290811554E-2,1.497186068E-2,2.398162382E-3
4.583347088E1,-3.464012221E-2,1.510509197E-2,1.199081191E-3
4.583592006E1,-3.585585579E-2,1.312327664E-2,3.464012174E-3
4.583846018E1,-3.800421208E-2,1.234054379E-2,3.464012174E-3
4.584095509E1,-3.923660144E-2,8.493491448E-3,4.130168352E-3
4.584342979E1,-3.792094067E-2,6.211906672E-3,3.613897366E-3
4.584594557E1,-3.740467131E-2,3.397396533E-3,4.679747391E-3
4.584841489E1,-3.648870438E-2,1.265696716E-3,5.878828466E-3
4.585093508E1,-3.292477131E-2,-2.248277189E-3,3.247511340E-3
4.585343353E1,-3.187557310E-2,-5.462480709E-3,2.065084176E-3
4.585590285E1,-2.603005245E-2,-8.310298435E-3,2.331546741E-3
4.585842144E1,-2.243280970E-2,-1.060853712E-2,6.161945057E-4
4.586088983E1,-1.805283315E-2,-1.332312357E-2,2.165007609E-4
4.586341005E1,-1.299004536E-2,-1.457216684E-2,-1.765313908E-3
4.586590146E1,-9.142993949E-3,-1.725344546E-2,-8.326952229E-4
4.586837477E1,-5.812212825E-3,-1.835260354E-2,-4.163476115E-4
4.587089528E1,-2.198315458E-3,-1.773640886E-2,-3.730474738E-3
4.587339084E1,-4.996171629E-5,-1.720348373E-2,-2.814509906E-3
4.587588511E1,3.563935636E-3,-1.657063514E-2,-3.747128649E-3
4.587838442E1,3.946975339E-3,-1.763648540E-2,-3.880359931E-3
4.588084898E1,4.763016943E-3,-1.565467007E-2,-5.862174556E-3
4.588337083E1,2.781202085E-3,-1.390601043E-2,-5.745597184E-3
4.588584446E1,3.830398200E-4,-1.202411950E-2,-5.345903337E-3
4.588836004E1,-1.065849909E-3,-9.476072155E-3,-6.145291030E-3
4.589083282E1,-5.312595516E-3,-6.894716527E-3,-5.229325965E-3
4.589332603E1,-9.559341706E-3,-3.663859097E-3,-5.379211158E-3
4.589581968E1,-1.357293222E-2,-3.230857430E-3,-4.979517311E-3
4.589834804E1,-1.901875995E-2,-1.049195998E-3,-5.912136286E-3
4.590083510E1,-2.649636194E-2,8.326952229E-5,-3.663859097E-3
4.590330466E1,-3.260834515E-2,3.713820828E-3,-7.111217361E-3
4.590579970E1,-3.810413554E-2,2.564701252E-3,-5.112748593E-3
4.590829474E1,-4.516538978E-2,3.563935636E-3,-5.129402503E-3
4.591078989E1,-5.116079748E-2,5.745597184E-3,-5.529096350E-3
4.591328639E1,-5.758920312E-2,4.063552711E-3,-4.979517311E-3
4.591578045E1,-6.398430467E-2,5.312595516E-3,-4.862940405E-3
4.591827472E1,-6.881393492E-2,4.546516109E-3,-3.530627815E-3
4.592077044E1,-7.242783159E-2,3.247511340E-3,-3.130934201E-3
4.592326487E1,-7.912269980E-2,1.698698266E-3,-2.331546741E-3
4.592575990E1,-8.098793775E-2,1.448889729E-3,-2.847817726E-3
4.592825458E1,-8.380244672E-2,-2.664624772E-4,-2.448124113E-3
4.593075396E1,-8.621726185E-2,-7.660796400E-4,-8.660030435E-4
4.593324518E1,-8.676684648E-2,-2.498085611E-3,9.992342675E-4
4.593574017E1,-8.744965494E-2,-4.096860532E-3,-4.496554320E-4
4.593822450E1,-8.796592802E-2,-3.147588111E-3,3.330780892E-4
4.594071763E1,-8.490160853E-2,-3.713820828E-3,5.995405954E-4
4.594322459E1,-8.463514596E-2,-3.713820828E-3,1.398927998E-3
4.594572003E1,-8.235356212E-2,-2.797855996E-3,-1.998468651E-4
4.594821494E1,-8.022186160E-2,-3.347434802E-3,-4.996171629E-5
4.595070965E1,-7.700765878E-2,-2.981049009E-3,-8.493491332E-4
4.595320623E1,-7.261102647E-2,-2.997702919E-3,1.382274088E-3
4.595570009E1,-7.032944262E-2,-1.815275638E-3,4.996171629E-5
4.595819443E1,-6.549980491E-2,-5.162710440E-4,6.994639989E-4
4.596068980E1,-6.350133568E-2,-1.598774921E-3,1.498851459E-3
4.596318463E1,-5.842189863E-2,-5.828866852E-4,-1.682044356E-3
4.596568003E1,-5.520769581E-2,1.998468651E-4,-4.829632526E-4
4.596817478E1,-5.079441145E-2,1.498851459E-3,-6.328483578E-4
4.597067002E1,-4.849617183E-2,3.214203520E-3,1.348966267E-3
4.597316489E1,-4.583154619E-2,3.996937070E-3,-2.331546712E-4
4.597566013E1,-4.181795567E-2,5.295941606E-3,-8.993108640E-4
4.597815476E1,-3.968625516E-2,4.080206621E-3,-9.992343257E-5
4.598064040E1,-3.753790259E-2,4.862940405E-3,-1.299004536E-3
4.598313324E1,-3.445692733E-2,6.961332168E-3,-2.231623279E-3
4.598562880E1,-3.299138695E-2,6.544984411E-3,-2.364854561E-3
4.598812310E1,-3.110949509E-2,7.211140823E-3,-2.231623279E-3
4.599061826E1,-2.897779457E-2,5.978751928E-3,-3.430704353E-3
4.599311350E1,-2.644640021E-2,5.828866735E-3,-3.297473071E-3
4.599560829E1,-2.551378310E-2,4.363323096E-3,-1.831929549E-3
4.599810333E1,-2.393166162E-2,3.813744290E-3,-2.764548175E-3
4.600059979E1,-2.233288623E-2,3.130934201E-3,-2.231623279E-3
4.600309389E1,-2.100057341E-2,2.448124113E-3,-2.631316893E-3
4.600558836E1,-2.193319239E-2,2.065084176E-3,-1.831929549E-3
4.600808478E1,-2.100057341E-2,7.327718195E-4,-7.660796400E-4
4.601057851E1,-1.941845380E-2,-1.165773370E-3,-1.415581908E-3
4.601309385E1,-1.996803097E-2,-2.214969369E-3,-1.682044356E-3
4.601558888E1,-2.130034380E-2,-2.614662983E-3,-1.548813190E-3
4.601808392E1,-1.903541386E-2,-3.830398200E-3,-1.015888178E-3
4.602057944E1,-1.946841553E-2,-5.962098017E-3,-6.161945057E-4
4.602307391E1,-2.053426392E-2,-7.277756464E-3,-4.663093423E-4
4.602556935E1,-2.068414912E-2,-7.810681593E-3,1.382274088E-3
4.602806394E1,-2.123372816E-2,-1.047530584E-2,-1.998468651E-4
4.603055890E1,-2.058422565E-2,-1.194084994E-2,1.532159280E-3
4.603305430E1,-2.176665328E-2,-1.127469353E-2,1.149119460E-3
4.603554876E1,-2.151684463E-2,-1.209073514E-2,1.149119460E-3
4.603805894E1,-2.138361335E-2,-1.169104129E-2,8.826569538E-4
4.604053049E1,-2.231623232E-2,-1.127469353E-2,1.015888178E-3
4.604302569E1,-2.418147027E-2,-1.112480834E-2,2.331546741E-3
4.604554514E1,-2.363189124E-2,-9.792496450E-3,1.282350626E-3
4.604804050E1,-2.509743534E-2,-9.242917411E-3,1.665390446E-3
4.605053521E1,-2.469774149E-2,-8.993108757E-3,1.132465550E-3
4.605302297E1,-2.627986111E-2,-7.244448643E-3,2.464778023E-3
4.605549969E1,-2.627986111E-2,-6.178598851E-3,8.660030435E-4
4.605802024E1,-2.694601752E-2,-5.912136286E-3,7.327718195E-4
4.606051633E1,-2.732905746E-2,-5.112748593E-3,-1.115811639E-3
4.606300978E1,-2.932752669E-2,-2.681278624E-3,-5.995405954E-4
4.606548024E1,-2.999368310E-2,-2.947741188E-3,-1.798621728E-3
4.606800327E1,-2.999368310E-2,-2.298238920E-3,-3.513973905E-3
4.607049554E1,-3.172568977E-2,-1.748659997E-3,-2.464778023E-3
4.607299102E1,-3.157580271E-2,-6.828100886E-4,-3.913667519E-3
4.607548480E1,-3.225861490E-2,-2.148353728E-3,-3.647205187E-3
4.607795493E1,-3.079307079E-2,-2.165007638E-3,-4.713055212E-3
4.608047931E1,-3.280819207E-2,-4.413284827E-3,-5.895482376E-3
4.608296991E1,-3.294142336E-2,-4.280053545E-3,-6.428407039E-3
4.608546584E1,-3.227526695E-2,-4.413284827E-3,-6.161944941E-3
4.608795998E1,-3.310796246E-2,-6.811446976E-3,-5.745597184E-3
4.609043211E1,-3.337442502E-2,-6.961332168E-3,-7.744065952E-3
4.609292458E1,-3.137595579E-2,-8.693338372E-3,-6.811446976E-3
4.609544509E1,-3.139261156E-2,-9.242917411E-3,-8.926493116E-3
