"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.340734712E1,1.072901636E-1,1.520318091E-1,9.825280190E0
1.340987865E1,9.068039060E-2,1.580173075E-1,9.819219589E0
1.341233706E1,9.666589648E-2,1.666214764E-1,9.857452393E0
1.341485725E1,1.061678827E-1,1.531540900E-1,9.808520317E0
1.341735273E1,8.828619123E-2,1.579424888E-1,9.804929733E0
1.341984683E1,8.828619123E-2,1.616834402E-1,9.826402664E0
1.342231648E1,8.821137249E-2,1.498620659E-1,9.841964722E0
1.342483405E1,7.870937884E-2,1.534533650E-1,9.841964722E0
1.342733230E1,1.120785698E-1,1.556979269E-1,9.839570045E0
1.342979796E1,1.013046578E-1,1.447743773E-1,9.802610397E0
1.343232132E1,1.202338189E-1,1.221042871E-1,9.812335968E0
1.343479406E1,1.358709484E-1,1.396867037E-1,9.771635056E0
1.343728270E1,1.192611754E-1,1.541267335E-1,9.775151253E0
1.343980712E1,1.228524745E-1,1.491138786E-1,9.740509987E0
1.344227774E1,9.195230901E-2,1.717839688E-1,9.722404480E0
1.344479694E1,9.666589648E-2,1.620575339E-1,9.697414398E0
1.344727542E1,8.604162186E-2,1.751508117E-1,9.681777954E0
1.344978604E1,9.083002806E-2,1.847276241E-1,9.681777954E0
1.345228128E1,7.900865376E-2,1.976712793E-1,9.665018082E0
1.345477985E1,6.943184882E-2,1.917605996E-1,9.673398018E0
1.345727143E1,6.823474914E-2,1.904138476E-1,9.644742012E0
1.345974246E1,6.726210564E-2,2.214636505E-1,9.643395424E0
1.346226065E1,7.683891058E-2,2.263268828E-1,9.663671494E0
1.346475593E1,7.556699216E-2,2.216881067E-1,9.680430412E0
1.346726264E1,8.514379710E-2,2.168997079E-1,9.690007210E0
1.346974559E1,9.337386489E-2,2.040308714E-1,9.739089012E0
1.347224043E1,1.078138947E-1,2.197428197E-1,9.780838013E0
1.347473546E1,1.090109944E-1,2.246808708E-1,9.807099342E0
1.347723103E1,1.340004802E-1,2.177227139E-1,9.853711128E0
1.347970014E1,1.231517494E-1,1.976712793E-1,9.893215179E0
1.348221992E1,1.278653294E-1,1.881692857E-1,9.904064178E0
1.348467459E1,1.291372478E-1,2.026841342E-1,9.929053307E0
1.348720983E1,1.301098913E-1,1.669955701E-1,9.960328102E0
1.348970560E1,1.325789243E-1,1.791162193E-1,9.993697166E0
1.349217833E1,1.324292868E-1,1.601122320E-1,1.000215149E1
1.349469563E1,1.227776557E-1,1.447743773E-1,1.003207874E1
1.349716641E1,1.310825497E-1,1.423801780E-1,1.003207874E1
1.349965933E1,1.359457672E-1,1.494131535E-1,1.001412296E1
1.350217968E1,1.166425124E-1,1.244984865E-1,1.002975941E1
1.350464171E1,1.237502992E-1,1.206827313E-1,9.997512817E0
1.350716963E1,1.153705940E-1,1.134253070E-1,9.976039886E0
1.350965819E1,1.044470519E-1,8.462006599E-2,9.947533607E0
1.351215896E1,9.958382696E-2,6.658873707E-2,9.927332878E0
1.351465465E1,9.831190854E-2,5.559037253E-2,9.886706352E0
1.351713801E1,1.126771197E-1,6.973112375E-2,9.859248161E0
1.351964407E1,9.112930298E-2,5.895721540E-2,9.843685150E0
1.352214582E1,8.028057218E-2,4.324526712E-2,9.803133965E0
1.352463374E1,7.796119153E-2,4.541501403E-2,9.766098022E0
1.352712963E1,9.823708981E-2,5.005377904E-2,9.754201889E0
1.352960098E1,8.387187868E-2,4.399345443E-2,9.730259895E0
1.353211844E1,9.337386489E-2,3.134907782E-2,9.700781822E0
1.353458792E1,8.274959773E-2,4.930559173E-2,9.695918083E0
1.353709354E1,8.274959773E-2,4.668693244E-2,9.663671494E0
1.353958243E1,1.161936000E-1,4.893149808E-2,9.648183823E0
1.354209834E1,1.210568249E-1,5.970540643E-2,9.660079956E0
1.354459386E1,1.054945141E-1,5.267243832E-2,9.666065216E0
1.354708820E1,9.479542077E-2,6.456862390E-2,9.662399292E0
1.354958381E1,1.068412513E-1,7.653963566E-2,9.668384552E0
1.355207791E1,1.234510243E-1,6.808511168E-2,9.662474632E0
1.355456013E1,1.248725802E-1,1.016787514E-1,9.693374634E0
1.355706786E1,1.214309186E-1,1.146972254E-1,9.670555115E0
1.355956367E1,1.381903291E-1,1.291372478E-1,9.695618629E0
1.356203185E1,1.203086376E-1,1.282394230E-1,9.727866173E0
1.356455276E1,1.322796494E-1,1.293617040E-1,9.724274635E0
1.356700092E1,1.300350726E-1,1.521066278E-1,9.730110168E0
1.356954271E1,1.241992116E-1,1.701379567E-1,9.756297112E0
1.357203754E1,1.265934110E-1,1.715595126E-1,9.794529915E0
1.357450695E1,1.146972254E-1,1.859995425E-1,9.805228233E0
1.357702733E1,1.313818246E-1,1.753004491E-1,9.820791245E0
1.357948473E1,1.217301935E-1,1.682674885E-1,9.842338562E0
1.358200902E1,1.171662435E-1,1.898901165E-1,9.852963448E0
1.358451272E1,1.112555638E-1,2.018611282E-1,9.851691246E0
1.358700780E1,1.100584567E-1,2.005143911E-1,9.827823639E0
1.358950194E1,1.267430484E-1,2.005143911E-1,9.839795113E0
1.359198196E1,1.256207675E-1,2.089689225E-1,9.857676506E0
1.359446666E1,1.197100878E-1,2.125602216E-1,9.848099709E0
1.359698725E1,1.089361757E-1,2.174234390E-1,9.859995842E0
1.359945686E1,1.077390760E-1,2.091933787E-1,9.877952576E0
1.360197623E1,1.054196954E-1,2.172738016E-1,9.834931374E0
1.360444839E1,1.054196954E-1,2.258031517E-1,9.857526779E0
1.360694131E1,1.173906997E-1,2.232593149E-1,9.845630646E0
1.360943663E1,9.703999013E-2,2.137573212E-1,9.839719772E0
1.361193094E1,8.866028488E-2,2.164507955E-1,9.833435059E0
1.361443663E1,9.217676520E-2,2.068739980E-1,9.831115723E0
1.361692284E1,8.985738456E-2,2.139817774E-1,9.823933601E0
1.361944111E1,8.753799647E-2,2.259527892E-1,9.823858261E0
1.362193635E1,9.703999013E-2,2.139817774E-1,9.822735786E0
1.362443130E1,8.140286058E-2,1.972971857E-1,9.820416451E0
1.362692597E1,1.029506698E-1,2.066495270E-1,9.797672272E0
1.362940722E1,9.943418950E-2,2.186953574E-1,9.813158989E0
1.363189041E1,1.101332754E-1,2.138321400E-1,9.804854393E0
1.363441108E1,1.066167951E-1,2.198924571E-1,9.816750526E0
1.363690762E1,8.514379710E-2,2.281973511E-1,9.792808533E0
1.363940062E1,1.244984865E-1,2.160767019E-1,9.794080734E0
1.364186986E1,1.126023009E-1,2.244564146E-1,9.790414810E0
1.364437145E1,1.173906997E-1,2.257283330E-1,9.804780006E0
1.364688508E1,1.412578970E-1,2.267757952E-1,9.792883873E0
1.364938072E1,1.436520964E-1,2.279728949E-1,9.788095474E0
1.365186766E1,1.244984865E-1,2.173486203E-1,9.797672272E0
1.365437983E1,1.555482894E-1,2.196680009E-1,9.804854393E0
1.365682242E1,1.316810995E-1,2.231844962E-1,9.782109261E0
1.365936054E1,1.305588186E-1,2.290951759E-1,9.777320862E0
1.366182990E1,1.375917792E-1,2.123357654E-1,9.773804665E0
1.366432750E1,1.423801780E-1,2.195183635E-1,9.771410942E0
1.366685981E1,1.351975799E-1,2.124105841E-1,9.780987740E0
1.366931428E1,1.387888789E-1,2.135328650E-1,9.777396202E0
1.367180887E1,1.376665980E-1,2.219873816E-1,9.791686058E0
1.367433015E1,1.207575500E-1,1.981201917E-1,9.781062126E0
1.367682453E1,1.388636976E-1,2.255038768E-1,9.780912399E0
1.367934313E1,1.257704049E-1,2.255786955E-1,9.782109261E0
1.368179039E1,1.219546497E-1,2.005143911E-1,9.783381462E0
1.368430899E1,1.302595437E-1,1.849520802E-1,9.778742790E0
1.368675971E1,1.123778448E-1,1.946037114E-1,9.783456802E0
1.368929906E1,1.077390760E-1,2.089689225E-1,9.788095474E0
1.369176830E1,9.561842680E-2,1.806125939E-1,9.767594337E0
1.369426342E1,1.039233208E-1,1.758989990E-1,9.780762672E0
1.369678388E1,9.083002806E-2,1.867477298E-1,9.789067268E0
1.369927949E1,9.674071521E-2,1.784428507E-1,9.803507805E0
1.370176203E1,9.906009585E-2,1.712602377E-1,9.797522545E0
1.370424364E1,9.554360807E-2,1.747767180E-1,9.793931007E0
1.370673860E1,9.906009585E-2,1.628805399E-1,9.799991608E0
1.370925833E1,8.708908409E-2,1.640028208E-1,9.783231735E0
1.371176220E1,8.237550408E-2,1.713350564E-1,9.810615540E0
1.371424820E1,9.659107774E-2,1.592144072E-1,9.784428596E0
1.371671793E1,8.948329091E-2,1.628057212E-1,9.784428596E0
1.371921288E1,1.036240458E-1,1.377414167E-1,9.792958260E0
1.372173925E1,9.165303409E-2,1.354220361E-1,9.798869133E0
1.372420417E1,1.013794765E-1,1.521814466E-1,9.804780006E0
1.372668204E1,1.000327393E-1,1.305588186E-1,9.784578323E0
1.372919205E1,9.412205219E-2,1.449988335E-1,9.803657532E0
1.373168228E1,1.096095443E-1,1.342249364E-1,9.808520317E0
1.373420824E1,9.891045839E-2,1.401356161E-1,9.792883873E0
1.373670356E1,1.107318252E-1,1.258452237E-1,9.804929733E0
1.373919758E1,9.756372124E-2,1.210568249E-1,9.800141335E0
1.374166898E1,1.060930640E-1,1.485901475E-1,9.813158989E0
1.374416242E1,9.404723346E-2,1.307832748E-1,9.819219589E0
1.374668289E1,1.011550203E-1,1.235258430E-1,9.809718132E0
1.374917805E1,9.292495251E-2,1.426794529E-1,9.814356804E0
1.375166869E1,9.172785282E-2,1.426794529E-1,9.813234329E0
1.375414293E1,9.412205219E-2,1.461959481E-1,9.797672272E0
1.375663658E1,1.048959643E-1,1.460463107E-1,9.783307076E0
1.375915713E1,1.061678827E-1,1.543511897E-1,9.767744064E0
1.376164961E1,1.085620821E-1,1.578676701E-1,9.758167267E0
1.376414672E1,1.121533886E-1,1.578676701E-1,9.766547203E0
1.376661185E1,1.146224067E-1,1.721580625E-1,9.759365082E0
1.376911388E1,1.038485020E-1,1.649754643E-1,9.753378868E0
1.377162869E1,1.123030260E-1,1.763479263E-1,9.733327866E0
1.377412735E1,9.793781489E-2,1.741781682E-1,9.765574455E0
1.377662149E1,1.039981395E-1,1.883937418E-1,9.746420860E0
1.377909569E1,1.063923389E-1,1.919850558E-1,9.746420860E0
1.378158641E1,9.569324553E-2,1.895908415E-1,9.740435600E0
1.378410700E1,1.111807451E-1,1.895908415E-1,9.748815536E0
1.378660200E1,1.135749444E-1,1.956511736E-1,9.763105392E0
1.378907042E1,9.808745235E-2,1.922095120E-1,9.782184601E0
1.379154597E1,1.137245819E-1,2.149544209E-1,9.796474457E0
1.379408625E1,1.160439625E-1,2.041805089E-1,9.798943520E0
1.379658153E1,1.087865382E-1,1.959504485E-1,9.813308716E0
1.379907632E1,1.233013868E-1,2.137573212E-1,9.804854393E0
1.380154532E1,1.268178672E-1,2.043301463E-1,9.820416451E0
1.380406582E1,1.280149668E-1,2.053776085E-1,9.804929733E0
1.380656147E1,1.005564705E-1,2.044797838E-1,9.838298798E0
1.380905976E1,1.255459487E-1,1.937058866E-1,9.847949982E0
1.381154719E1,1.147720441E-1,1.984942853E-1,9.838373184E0
1.381404271E1,1.100584567E-1,2.069488168E-1,9.851466179E0
1.381654035E1,1.219546497E-1,2.020107657E-1,9.838373184E0
1.381903567E1,1.064671576E-1,2.009633034E-1,9.852663994E0
1.382153148E1,1.171662435E-1,1.913864911E-1,9.846753120E0
1.382402599E1,1.135001257E-1,1.853261739E-1,9.839645386E0
1.382651179E1,1.122282073E-1,1.710357815E-1,9.846827507E0
1.382901504E1,1.230021119E-1,1.804629564E-1,9.832462311E0
1.383151500E1,1.135749444E-1,1.972971857E-1,9.838373184E0
1.383398461E1,1.158195063E-1,1.768716574E-1,9.819369316E0
1.383650003E1,1.229272932E-1,1.685667634E-1,9.828946114E0
1.383897155E1,1.312321872E-1,1.529296339E-1,9.823110580E0
1.384146638E1,1.252466738E-1,1.542015523E-1,9.824233055E0
1.384398506E1,1.204582751E-1,1.553238332E-1,9.820641518E0
1.384647993E1,1.264437735E-1,1.577180326E-1,9.814655304E0
1.384897435E1,1.325041056E-1,1.672948450E-1,9.824233055E0
1.385145096E1,1.263689548E-1,1.466448605E-1,9.824531555E0
1.385393924E1,1.324292868E-1,1.560720205E-1,9.802984238E0
1.385645983E1,1.120037511E-1,1.418564469E-1,9.808969498E0
1.385895409E1,1.395370662E-1,1.441010088E-1,9.805453300E0
1.386144974E1,1.251718551E-1,1.406593472E-1,9.822137833E0
1.386394388E1,1.228524745E-1,1.478419602E-1,9.816152573E0
1.386643883E1,1.239747554E-1,1.464952230E-1,9.793481827E0
1.386893436E1,1.155202314E-1,1.322796494E-1,9.803058624E0
1.387142634E1,1.179892495E-1,1.381155103E-1,9.791088104E0
1.387392402E1,1.156698689E-1,1.511339843E-1,9.769539833E0
1.387639346E1,1.108814627E-1,1.440261900E-1,9.777919769E0
1.387891381E1,1.167921498E-1,1.357961297E-1,9.799467087E0
1.388140925E1,1.132008508E-1,1.320551932E-1,9.772008896E0
1.388390274E1,1.144727692E-1,1.476175040E-1,9.776722908E0
1.388641824E1,1.060930640E-1,1.488146037E-1,9.765948296E0
1.388885045E1,1.085620821E-1,1.547252834E-1,9.767146111E0
1.389137592E1,1.060930640E-1,1.452232897E-1,9.768342972E0
1.389385798E1,1.264437735E-1,1.512088031E-1,9.785101891E0
1.389637572E1,1.158195063E-1,1.703624129E-1,9.779042244E0
1.389887352E1,1.014542952E-1,1.655740142E-1,9.774253845E0
1.390134821E1,1.002571955E-1,1.692401320E-1,9.784953117E0
1.390386294E1,1.062427014E-1,1.643769145E-1,9.780239105E0
1.390635778E1,9.442132711E-2,1.800888628E-1,9.802834511E0
1.390881733E1,8.716390282E-2,1.706616879E-1,9.819593430E0
1.391134765E1,8.245032281E-2,1.825578809E-1,9.806350708E0
1.391384345E1,9.090484679E-2,1.944540739E-1,9.799168587E0
1.391631172E1,1.028758511E-1,2.005143911E-1,9.821838379E0
1.391880708E1,9.210194647E-2,1.969230920E-1,9.824233055E0
1.392130199E1,1.112555638E-1,2.040308714E-1,9.823035240E0
1.392382234E1,1.197849065E-1,2.219125628E-1,9.815777779E0
1.392631762E1,1.030254886E-1,2.160767019E-1,9.830142975E0
1.392878657E1,9.472060204E-2,2.232593149E-1,9.832462311E0
1.393130667E1,1.089361757E-1,2.116623968E-1,9.825055122E0
1.393377945E1,1.185877994E-1,2.330605686E-1,9.809418678E0
1.393629699E1,1.055693328E-1,2.427870184E-1,9.829694748E0
1.393879210E1,1.137994006E-1,2.294692695E-1,9.803507805E0
1.394126268E1,1.078887135E-1,2.342576683E-1,9.813010216E0
1.394378193E1,1.199345440E-1,2.496703416E-1,9.801038742E0
1.394624665E1,1.354220361E-1,2.460790426E-1,9.808221817E0
1.394874629E1,1.223287433E-1,2.496703416E-1,9.799841881E0
1.395126655E1,1.233762056E-1,2.317138314E-1,9.796324730E0
1.395374275E1,1.043722332E-1,2.376993448E-1,9.786673546E0
1.395625634E1,1.199345440E-1,2.543091178E-1,9.773505211E0
1.395872614E1,1.187374368E-1,2.448071241E-1,9.781885147E0
1.396124633E1,1.282394230E-1,2.400187254E-1,9.781959534E0
1.396374165E1,1.222539246E-1,2.448819429E-1,9.796250343E0
1.396622875E1,1.126023009E-1,2.280477136E-1,9.770063400E0
1.396873127E1,1.293617040E-1,2.303670943E-1,9.767669678E0
1.397121630E1,1.209820062E-1,2.292448133E-1,9.780838013E0
1.397369534E1,1.161187813E-1,2.137573212E-1,9.778443336E0
1.397621638E1,1.113303825E-1,2.161515206E-1,9.773654938E0
1.397871032E1,1.090858132E-1,2.292448133E-1,9.774777412E0
1.398120560E1,1.078887135E-1,2.365022302E-1,9.778368950E0
1.398368806E1,1.031003073E-1,2.293944508E-1,9.790339470E0
1.398616918E1,1.030254886E-1,2.161515206E-1,9.776049614E0
1.398869103E1,1.090109944E-1,2.244564146E-1,9.768866539E0
1.399115807E1,9.950900823E-2,2.305915505E-1,9.793931007E0
1.399368025E1,1.066167951E-1,2.174234390E-1,9.792808533E0
1.399613386E1,9.823708981E-2,2.137573212E-1,9.773654938E0
1.399867011E1,1.077390760E-1,2.137573212E-1,9.772532463E0
1.400116564E1,8.873510361E-2,2.270002514E-1,9.786747932E0
1.400363622E1,1.066916138E-1,2.317886502E-1,9.789142609E0
1.400615416E1,1.005564705E-1,2.067243457E-1,9.798793793E0
1.400863300E1,1.185877994E-1,2.258779705E-1,9.807099342E0
1.401113634E1,1.054945141E-1,2.292448133E-1,9.804854393E0
1.401364041E1,1.090858132E-1,2.292448133E-1,9.801262856E0
1.401614192E1,9.816227108E-2,2.112883031E-1,9.790564537E0
1.401862979E1,9.831190854E-2,2.245312333E-1,9.815553665E0
1.402109268E1,9.703999013E-2,2.207902819E-1,9.783381462E0
1.402359948E1,1.078887135E-1,2.292448133E-1,9.803657532E0
1.402611478E1,1.126023009E-1,2.268506140E-1,9.802460670E0
1.402858662E1,1.054196954E-1,2.184709013E-1,9.802460670E0
1.403110416E1,1.052700579E-1,2.004395723E-1,9.778668404E0
1.403358247E1,1.054196954E-1,2.196680009E-1,9.802460670E0
1.403606880E1,9.928455204E-2,1.934066117E-1,9.796624184E0
1.403858943E1,1.052700579E-1,2.041805089E-1,9.804929733E0
1.404104874E1,1.136497632E-1,2.041056901E-1,9.803731918E0
1.404355350E1,1.254711300E-1,1.886930168E-1,9.819369316E0
1.404607413E1,1.112555638E-1,2.017863095E-1,9.812111855E0
1.404856957E1,1.111059263E-1,1.825578809E-1,9.785924911E0
1.405106436E1,1.158195063E-1,1.694645882E-1,9.801562309E0
1.405353303E1,1.051204205E-1,1.767220199E-1,9.808670044E0
1.405602798E1,9.202712774E-2,1.815852374E-1,9.809792519E0
1.405854821E1,1.230021119E-1,1.766472012E-1,9.803881645E0
1.406104369E1,1.145475879E-1,1.550993770E-1,9.798046112E0
1.406353799E1,1.074398011E-1,1.647510082E-1,9.802759171E0
1.406600776E1,1.206079125E-1,1.718587875E-1,9.796773911E0
1.406850263E1,9.906009585E-2,1.670703888E-1,9.789591789E0
1.407102282E1,1.050456017E-1,1.657984704E-1,9.777695656E0
1.407351879E1,1.075146198E-1,1.812859625E-1,9.775226593E0
1.407601272E1,1.037736833E-1,1.586906761E-1,9.790863037E0
1.407848245E1,1.098340005E-1,1.717091501E-1,9.775226593E0
1.408096646E1,1.230021119E-1,1.728314310E-1,9.765724182E0
1.408349755E1,1.168669686E-1,1.526303589E-1,9.778966904E0
1.408599336E1,1.193359941E-1,1.657984704E-1,9.783680916E0
1.408846194E1,1.253963113E-1,1.716343313E-1,9.769315720E0
1.409095991E1,1.194108129E-1,1.775450259E-1,9.758542061E0
1.409345242E1,1.122282073E-1,1.704372317E-1,9.759738922E0
1.409595429E1,1.265185922E-1,1.620575339E-1,9.764601707E0
1.409844188E1,1.301098913E-1,1.655740142E-1,9.759813309E0
1.410098335E1,1.277905107E-1,1.799392253E-1,9.763255119E0
1.410345787E1,1.062427014E-1,1.621323526E-1,9.762132645E0
1.410595242E1,1.014542952E-1,1.680430323E-1,9.757344246E0
1.410842182E1,1.063923389E-1,1.835305244E-1,9.753678322E0
1.411091678E1,1.135749444E-1,1.931073368E-1,9.758392334E0
1.411341137E1,1.003320143E-1,1.801636815E-1,9.776423454E0
1.411593212E1,8.843582869E-2,1.836053431E-1,9.756072998E0
1.411842728E1,8.731354028E-2,1.956511736E-1,9.767893791E0
1.412094351E1,9.689035267E-2,1.968482733E-1,9.771559715E0
1.412341678E1,8.372224122E-2,1.885433793E-1,9.781136513E0
1.412593122E1,8.963292837E-2,1.813607812E-1,9.773954391E0
1.412838370E1,7.549217343E-2,2.078466415E-1,9.797746658E0
1.413090160E1,9.090484679E-2,1.981950104E-1,9.794230461E0
1.413337084E1,8.140286058E-2,2.004395723E-1,9.765500069E0
1.413589106E1,6.127659976E-2,2.210147381E-1,9.802385330E0
1.413834175E1,7.317279279E-2,2.173486203E-1,9.797672272E0
1.414088093E1,7.077858597E-2,2.186205387E-1,9.802460670E0
1.414337649E1,9.479542077E-2,2.377741635E-1,9.826252937E0
1.414584541E1,7.092822343E-2,2.341828495E-1,9.810689926E0
1.414836588E1,7.698854804E-2,2.507926226E-1,9.801113129E0
1.415086038E1,7.930792868E-2,2.424129248E-1,9.798719406E0
1.415335570E1,7.930792868E-2,2.402431816E-1,9.827449799E0
1.415585127E1,8.057985455E-2,2.558054924E-1,9.833360672E0
1.415831994E1,6.501753628E-2,2.451812178E-1,9.850045204E0
1.416084036E1,1.093102694E-1,2.652326524E-1,9.835680008E0
1.416332551E1,1.069908887E-1,2.808697820E-1,9.841590881E0
1.416580838E1,9.501987696E-2,2.748842835E-1,9.840393066E0
1.416832580E1,1.045218706E-1,2.676268518E-1,9.833285332E0
1.417079442E1,1.212064624E-1,2.605190873E-1,9.842937469E0
1.417334028E1,1.295861602E-1,2.627636492E-1,9.829769135E0
1.417580887E1,1.283890605E-1,2.689735889E-1,9.868001938E0
1.417830504E1,1.188870817E-1,2.711433470E-1,9.823783875E0
1.418080053E1,1.320551932E-1,2.783259451E-1,9.835680008E0
1.418328380E1,1.307832748E-1,2.615665495E-1,9.833360672E0
1.418579035E1,1.259948611E-1,2.617161870E-1,9.850119591E0
1.418827969E1,1.296609789E-1,2.758569419E-1,9.824906349E0
1.419077969E1,1.319055557E-1,2.531868219E-1,9.823858261E0
1.419327436E1,1.212064624E-1,2.616413534E-1,9.832163811E0
1.419579019E1,1.164928749E-1,2.722656131E-1,9.808221817E0
1.419826505E1,1.259948611E-1,2.590226829E-1,9.797522545E0
1.420075866E1,1.295113415E-1,2.566284835E-1,9.799916267E0
1.420322863E1,1.116296574E-1,2.531120181E-1,9.803507805E0
1.420574970E1,1.091606319E-1,2.482487857E-1,9.784428596E0
1.420821870E1,1.198597252E-1,2.373252362E-1,9.768941879E0
1.421073896E1,1.224035621E-1,2.599953413E-1,9.761684418E0
1.421320869E1,1.078887135E-1,2.350058556E-1,9.770138741E0
1.421572908E1,1.235258430E-1,2.457049489E-1,9.768941879E0
1.421822440E1,1.104325503E-1,2.564788461E-1,9.771261215E0
1.422069306E1,1.247229427E-1,2.515408099E-1,9.741408348E0
1.422318851E1,1.163432375E-1,2.503437102E-1,9.742605209E0
1.422568309E1,1.281646043E-1,2.311152816E-1,9.733178139E0
1.422817789E1,1.366191357E-1,2.454056740E-1,9.728314400E0
1.423067313E1,1.150713190E-1,2.347813994E-1,9.730783463E0
1.423318891E1,1.305588186E-1,2.264765203E-1,9.748740196E0
1.423568822E1,1.424549967E-1,2.275239825E-1,9.730858803E0
1.423815412E1,1.365443170E-1,2.358288616E-1,9.724798203E0
1.424069782E1,1.054196954E-1,2.241571397E-1,9.745148659E0
1.424317382E1,9.472060204E-2,2.265513390E-1,9.746271133E0
1.424564342E1,9.696517140E-2,2.097919285E-1,9.740435600E0
1.424816295E1,9.689035267E-2,1.992424726E-1,9.771485329E0
1.425065705E1,1.268926859E-1,2.149544209E-1,9.780912399E0
1.425315270E1,1.039981395E-1,1.912368536E-1,9.802460670E0
1.425564835E1,8.723872155E-2,1.818096936E-1,9.813234329E0
1.425814122E1,9.322422743E-2,1.877951920E-1,9.821538925E0
1.426063756E1,1.039981395E-1,1.937058866E-1,9.809642792E0
1.426311238E1,1.039981395E-1,1.855506301E-1,9.849072456E0
1.426562727E1,1.013794765E-1,1.616834402E-1,9.848025322E0
1.426812283E1,1.075894386E-1,1.867477298E-1,9.855057716E0
1.427057559E1,1.037736833E-1,1.582417637E-1,9.873088837E0
1.427311282E1,9.659107774E-2,1.548001021E-1,9.892242432E0
1.427560688E1,1.072153449E-1,1.356464922E-1,9.898303032E0
1.427807636E1,1.179892495E-1,1.473930478E-1,9.871967316E0
1.428059769E1,1.025017574E-1,1.475426853E-1,9.888651848E0
1.428306644E1,1.132756695E-1,1.462707669E-1,9.871967316E0
1.428558715E1,1.059434265E-1,1.224035621E-1,9.874510765E0
1.428806155E1,1.191863567E-1,1.436520964E-1,9.838522911E0
1.429057657E1,1.060182452E-1,1.351975799E-1,9.819443703E0
1.429307152E1,1.203834563E-1,1.375169605E-1,9.809942245E0
1.429554109E1,1.406593472E-1,1.385644227E-1,9.801562309E0
1.429803620E1,1.335515678E-1,1.479915977E-1,9.774028778E0
1.430053136E1,1.300350726E-1,1.513584405E-1,9.739388466E0
1.430305126E1,1.299602538E-1,1.453729272E-1,9.739388466E0
1.430554678E1,1.228524745E-1,1.513584405E-1,9.732205391E0
1.430803637E1,1.193359941E-1,1.571943015E-1,9.713051796E0
1.431054882E1,1.444002837E-1,1.594388634E-1,9.698760986E0
1.431302644E1,1.039981395E-1,1.918354183E-1,9.696143150E0
1.431552147E1,1.218050122E-1,1.761234552E-1,9.684321404E0
1.431802156E1,1.075894386E-1,1.857750863E-1,9.687837601E0
1.432049901E1,1.267430484E-1,1.965489984E-1,9.699733734E0
1.432298567E1,1.518821716E-1,2.024596781E-1,9.711705208E0
1.432548030E1,1.361702234E-1,1.833808869E-1,9.703400612E0
1.432797554E1,1.196352690E-1,2.075473666E-1,9.739089012E0
1.433047024E1,1.434276402E-1,1.971475482E-1,9.746047020E0
1.433296496E1,1.196352690E-1,2.021604031E-1,9.763928413E0
1.433545991E1,1.351227611E-1,1.997662038E-1,9.781810760E0
1.433798095E1,1.243488491E-1,1.999906600E-1,9.814057350E0
1.434047578E1,1.135749444E-1,1.952770799E-1,9.809343338E0
1.434296996E1,1.148468629E-1,2.013373971E-1,9.826027870E0
1.434543965E1,1.207575500E-1,1.952770799E-1,9.815329552E0
1.434793696E1,1.112555638E-1,2.012625784E-1,9.814057350E0
1.435045543E1,1.280149668E-1,2.120364904E-1,9.828347206E0
1.435295002E1,9.703999013E-2,2.157026082E-1,9.829469681E0
1.435544473E1,1.161936000E-1,2.335842997E-1,9.830592155E0
1.435791401E1,9.718962759E-2,2.371755987E-1,9.819818497E0
1.436043855E1,1.007809266E-1,2.444330305E-1,9.834108353E0
1.436292927E1,8.895955980E-2,2.611176372E-1,9.828048706E0
1.436542504E1,7.459434867E-2,2.564788461E-1,9.843610764E0
1.436791942E1,8.656535298E-2,2.637362778E-1,9.856703758E0
1.437038874E1,7.466916740E-2,2.661304772E-1,9.850718498E0
1.437288630E1,7.811082900E-2,2.445826679E-1,9.848399162E0
1.437540445E1,8.776245266E-2,2.600701451E-1,9.853187561E0
1.437787397E1,8.544307202E-2,2.650082111E-1,9.871068954E0
1.438039420E1,6.980594248E-2,2.495207042E-1,9.873463631E0
1.438284236E1,8.289923519E-2,2.506429851E-1,9.867552757E0
1.438537027E1,9.479542077E-2,2.421136498E-1,9.849671364E0
1.438787902E1,1.007809266E-1,2.482487857E-1,9.869946480E0
1.439037434E1,8.289923519E-2,2.517652810E-1,9.859172821E0
1.439286860E1,1.032499447E-1,2.515408099E-1,9.822137833E0
1.439532584E1,9.359832108E-2,2.419640124E-1,9.818621635E0
1.439783507E1,8.888474107E-2,2.442085743E-1,9.795876503E0
1.440035359E1,8.065467328E-2,2.632873654E-1,9.781435966E0
1.440284818E1,9.015665948E-2,2.571522295E-1,9.759963036E0
1.440534341E1,7.938274741E-2,2.570025921E-1,9.730110168E0
1.440781054E1,5.566519126E-2,2.735375464E-1,9.688212395E0
1.441030773E1,6.875848025E-2,2.670283020E-1,9.677812576E0
1.441282783E1,6.292261183E-2,2.825157940E-1,9.664568901E0
1.441532372E1,6.165069342E-2,2.753331959E-1,9.657461166E0
1.441781774E1,5.454290658E-2,2.848351896E-1,9.641899109E0
1.442029418E1,4.623802006E-2,2.943371832E-1,9.631050110E0
1.442278808E1,2.476502396E-2,2.873790264E-1,9.659706116E0
1.442527774E1,4.144961759E-2,2.910451293E-1,9.684844971E0
1.442779756E1,5.342062563E-2,2.909703255E-1,9.680056572E0
