"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.713721417E1,8.806172758E-2,2.944868207E-1,9.714921951E0
8.713969574E1,1.167173311E-1,2.967313826E-1,9.705345154E0
8.714218996E1,1.131260321E-1,2.974047363E-1,9.744475365E0
8.714468565E1,8.925883472E-2,3.012205064E-1,9.774253845E0
8.714714655E1,1.166425124E-1,2.905214131E-1,9.803058624E0
8.714964903E1,1.260696799E-1,2.798971534E-1,9.829395294E0
8.715217051E1,1.236754805E-1,2.718167007E-1,9.865233421E0
8.715463926E1,1.426794529E-1,2.623895407E-1,9.896357536E0
8.715715969E1,1.199345440E-1,2.565536797E-1,9.910722733E0
8.715962864E1,1.366191357E-1,2.494458854E-1,9.929876328E0
8.716214948E1,1.436520964E-1,2.352303118E-1,9.958606720E0
8.716464476E1,1.412578970E-1,2.329109311E-1,9.969381332E0
8.716716026E1,1.327285618E-1,2.103904784E-1,9.989806175E0
8.716963430E1,1.291372478E-1,2.067991644E-1,9.985017776E0
8.717210602E1,1.410334408E-1,1.934814304E-1,9.964817047E0
8.717462400E1,1.349731237E-1,1.804629564E-1,9.976788521E0
8.717711977E1,1.301847100E-1,1.764975637E-1,9.917082787E0
8.717958909E1,1.050456017E-1,1.767220199E-1,9.934964180E0
8.718210268E1,1.289127916E-1,1.706616879E-1,9.930251122E0
8.718458873E1,1.263689548E-1,1.500865221E-1,9.893290520E0
8.718712368E1,1.156698689E-1,1.513584405E-1,9.893290520E0
8.718959385E1,1.277156919E-1,1.651999205E-1,9.822811127E0
8.719206297E1,1.262193173E-1,1.268926859E-1,9.802684784E0
8.719458348E1,1.191115379E-1,1.352723986E-1,9.801412582E0
8.719710390E1,1.299602538E-1,1.434276402E-1,9.772682190E0
8.719957322E1,1.203834563E-1,1.433528215E-1,9.763180733E0
8.720206785E1,1.036988646E-1,1.396118850E-1,9.718962669E0
8.720452041E1,1.158195063E-1,1.671452075E-1,9.737966537E0
8.720705764E1,1.039233208E-1,1.741781682E-1,9.714024544E0
8.720956521E1,1.063923389E-1,1.836053431E-1,9.694870949E0
8.721204771E1,9.816227108E-2,2.014122158E-1,9.664868355E0
8.721454327E1,1.219546497E-1,1.964741796E-1,9.650578499E0
8.721701491E1,1.088613570E-1,2.001402974E-1,9.663671494E0
8.721953326E1,1.185129806E-1,2.119616717E-1,9.649306297E0
8.722201072E1,1.186626181E-1,2.347065806E-1,9.635988235E0
8.722452244E1,1.163432375E-1,2.457049489E-1,9.672948837E0
8.722701809E1,1.057189703E-1,2.599205077E-1,9.654992104E0
8.722948724E1,1.224035621E-1,2.587234080E-1,9.662175179E0
8.723200751E1,1.211316437E-1,2.504933476E-1,9.677737236E0
8.723450210E1,1.331774741E-1,2.624643743E-1,9.687239647E0
8.723699685E1,1.212812811E-1,2.684498727E-1,9.687164307E0
8.723949262E1,1.106570065E-1,2.901473045E-1,9.715744972E0
8.724198663E1,1.010802016E-1,2.853589058E-1,9.713351250E0
8.724448200E1,1.143979505E-1,3.116951287E-1,9.722778320E0
8.724695070E1,1.166425124E-1,2.855085433E-1,9.734898567E0
8.724947068E1,1.011550203E-1,2.964321077E-1,9.757493973E0
8.725196698E1,1.083376259E-1,2.988263071E-1,9.768268585E0
8.725446018E1,1.155950502E-1,3.155857027E-1,9.777770042E0
8.725695669E1,1.072153449E-1,3.072808385E-1,9.783755302E0
8.725944724E1,1.082628071E-1,2.929904461E-1,9.791012764E0
8.726194611E1,1.024269387E-1,3.039139807E-1,9.813608170E0
8.726444163E1,1.095347255E-1,2.954594493E-1,9.802908897E0
8.726691294E1,1.036240458E-1,3.050362468E-1,9.801637650E0
8.726943097E1,1.010802016E-1,2.895487547E-1,9.806500435E0
8.727193321E1,1.012298390E-1,3.039139807E-1,9.811214447E0
8.727442104E1,8.925883472E-2,2.980781198E-1,9.826776505E0
8.727691644E1,1.120037511E-1,3.133411407E-1,9.802834511E0
8.727938764E1,1.081879884E-1,2.836380899E-1,9.822062492E0
8.728190623E1,9.636662155E-2,2.966565490E-1,9.800515175E0
8.728437884E1,1.070657074E-1,2.847603559E-1,9.810166359E0
8.728687197E1,1.011550203E-1,2.942623496E-1,9.802908897E0
8.728939085E1,1.119289324E-1,3.050362468E-1,9.807622910E0
8.729185968E1,1.154454127E-1,2.895487547E-1,9.818471909E0
8.729438047E1,9.524433315E-2,3.027168810E-1,9.808819771E0
8.729685199E1,1.047463268E-1,3.025672436E-1,9.796923637E0
8.729937010E1,1.298106164E-1,3.000234067E-1,9.777845383E0
8.730186558E1,1.108814627E-1,3.167828023E-1,9.788543701E0
8.730435996E1,1.166425124E-1,2.964321077E-1,9.792284966E0
8.730682949E1,1.120785698E-1,3.204489350E-1,9.808819771E0
8.730935443E1,1.167921498E-1,3.096002042E-1,9.787422180E0
8.731181891E1,1.204582751E-1,3.201496601E-1,9.762282372E0
8.731434015E1,1.275660545E-1,3.226186931E-1,9.783755302E0
8.731683506E1,1.238999367E-1,3.070563674E-1,9.764751434E0
8.731932924E1,1.262941360E-1,3.083283007E-1,9.781435966E0
8.732179885E1,9.891045839E-2,3.132663369E-1,9.798120499E0
8.732431928E1,1.250970364E-1,3.036895096E-1,9.811364174E0
8.732681468E1,1.227028370E-1,3.071312010E-1,9.785027504E0
8.732928436E1,1.226280183E-1,2.953098118E-1,9.797073364E0
8.733180430E1,1.249473989E-1,2.843862772E-1,9.780388832E0
8.733426117E1,1.093850881E-1,2.797475159E-1,9.791162491E0
8.733679380E1,1.285386980E-1,2.820668817E-1,9.789965630E0
8.733928912E1,1.286135167E-1,2.929156125E-1,9.801861763E0
8.734177240E1,1.392377913E-1,2.843862772E-1,9.786374092E0
8.734427879E1,1.236754805E-1,2.774281204E-1,9.813833237E0
8.734674229E1,1.284638792E-1,2.796726823E-1,9.793557167E0
8.734926837E1,1.104325503E-1,2.619406283E-1,9.813907623E0
8.735176410E1,1.307084560E-1,2.512415349E-1,9.825953484E0
8.735427297E1,1.366939545E-1,2.534112930E-1,9.799692154E0
8.735671393E1,1.199345440E-1,2.476502359E-1,9.821165085E0
8.735922471E1,1.281646043E-1,2.296937257E-1,9.815329552E0
8.736171739E1,1.007061079E-1,2.271498889E-1,9.784204483E0
8.736421259E1,1.041477770E-1,2.105401158E-1,9.793856621E0
8.736670726E1,1.161187813E-1,2.129343152E-1,9.811738014E0
8.736920245E1,1.028758511E-1,2.009633034E-1,9.796250343E0
8.737169729E1,1.016787514E-1,1.985691041E-1,9.795127869E0
8.737421840E1,1.051952392E-1,1.913116723E-1,9.778443336E0
8.737671238E1,8.372224122E-2,1.938555241E-1,9.789142609E0
8.737920555E1,1.052700579E-1,1.960252672E-1,9.773580551E0
8.738167682E1,9.681553394E-2,1.815852374E-1,9.778593063E0
8.738419786E1,9.569324553E-2,1.946785301E-1,9.779715538E0
8.738669147E1,1.016039327E-1,1.862988174E-1,9.777396202E0
8.738918695E1,9.569324553E-2,1.946785301E-1,9.769016266E0
8.739168724E1,9.681553394E-2,1.873462796E-1,9.748740196E0
8.739417702E1,8.013093472E-2,1.911620349E-1,9.780912399E0
8.739667214E1,9.689035267E-2,1.958756298E-1,9.780912399E0
8.739916754E1,9.322422743E-2,1.851017177E-1,9.775001526E0
8.740166156E1,1.087117195E-1,1.839794368E-1,9.789366722E0
8.740416954E1,1.218798310E-1,1.886181980E-1,9.767893791E0
8.740662738E1,1.219546497E-1,1.993921101E-1,9.783307076E0
8.740914675E1,1.266682297E-1,1.910872161E-1,9.792958260E0
8.741164146E1,1.135749444E-1,1.887678355E-1,9.795352936E0
8.741413621E1,1.182137057E-1,1.768716574E-1,9.806126595E0
8.741665151E1,1.182885244E-1,1.877203733E-1,9.824007988E0
8.741910443E1,1.243488491E-1,2.032078654E-1,9.821538925E0
8.742162124E1,1.266682297E-1,1.841290742E-1,9.828796387E0
8.742411652E1,1.123030260E-1,1.794903129E-1,9.834781647E0
8.742661074E1,1.136497632E-1,2.032826841E-1,9.819145203E0
8.742908043E1,1.147720441E-1,1.961749047E-1,9.837100983E0
8.743157644E1,1.076642573E-1,2.033575028E-1,9.831041336E0
8.743407432E1,1.244984865E-1,2.174982578E-1,9.805976868E0
8.743656541E1,1.244984865E-1,2.210147381E-1,9.794005394E0
8.743906065E1,1.257704049E-1,2.243815958E-1,9.765275002E0
8.744155524E1,1.246481240E-1,2.386719882E-1,9.758092880E0
8.744405040E1,1.437269151E-1,2.373252362E-1,9.742605209E0
8.744657074E1,1.103577316E-1,2.421136498E-1,9.723377228E0
8.744906512E1,1.200093627E-1,2.574515045E-1,9.700632095E0
8.745153615E1,1.224035621E-1,2.633621991E-1,9.691055298E0
8.745405499E1,1.153705940E-1,2.715922594E-1,9.661128044E0
8.745654962E1,1.096095443E-1,3.039139807E-1,9.676465034E0
8.745903583E1,1.022773013E-1,2.825157940E-1,9.690905571E0
8.746154030E1,1.071405262E-1,2.948608994E-1,9.684545517E0
8.746402871E1,1.059434265E-1,2.974047363E-1,9.708487511E0
8.746652968E1,9.883563966E-2,3.021931350E-1,9.708413124E0
8.746902472E1,9.659107774E-2,3.213467598E-1,9.719112396E0
8.747151528E1,9.763853997E-2,3.046621680E-1,9.720383644E0
8.747401487E1,9.891045839E-2,3.155108988E-1,9.739388466E0
8.747648257E1,9.771335870E-2,3.120692372E-1,9.762132645E0
8.747900421E1,1.095347255E-1,2.966565490E-1,9.781361580E0
8.748149998E1,1.084124446E-1,3.111714125E-1,9.819519043E0
8.748398016E1,9.644144028E-2,3.040636182E-1,9.824307442E0
8.748648936E1,1.036240458E-1,3.051858842E-1,9.807547569E0
8.748896539E1,1.072153449E-1,3.113210499E-1,9.837400436E0
8.749147878E1,1.011550203E-1,3.030909598E-1,9.852963448E0
8.749397406E1,1.286135167E-1,2.958335578E-1,9.853037834E0
8.749646857E1,1.130512133E-1,2.969558239E-1,9.838672638E0
8.749896413E1,1.045966893E-1,2.816928029E-1,9.875782967E0
8.750145860E1,1.022773013E-1,2.876034677E-1,9.872117043E0
8.750392816E1,1.106570065E-1,2.911199629E-1,9.862614632E0
8.750644904E1,1.165676937E-1,2.815431654E-1,9.854310036E0
8.750894782E1,1.153705940E-1,2.791489661E-1,9.854310036E0
8.751143793E1,1.332522929E-1,2.815431654E-1,9.863886833E0
8.751391140E1,1.332522929E-1,2.756324708E-1,9.875857353E0
8.751642340E1,1.331026554E-1,2.623147368E-1,9.846004486E0
8.751889809E1,1.378162354E-1,2.504933476E-1,9.871218681E0
8.752141872E1,1.307084560E-1,2.611176372E-1,9.846079826E0
8.752391270E1,1.212064624E-1,2.599205077E-1,9.846004486E0
8.752638751E1,1.306336373E-1,2.490717918E-1,9.832986832E0
8.752890253E1,1.150713190E-1,2.407669127E-1,9.825803757E0
8.753139838E1,1.186626181E-1,2.420388311E-1,9.841365814E0
8.753386692E1,1.318307370E-1,2.442085743E-1,9.821015358E0
8.753638808E1,1.151461378E-1,2.490717918E-1,9.821015358E0
8.753885720E1,1.283142418E-1,2.501940727E-1,9.811438560E0
8.754135207E1,1.341501176E-1,2.376245260E-1,9.798793793E0
8.754387230E1,1.137994006E-1,2.246060520E-1,9.810765266E0
8.754636770E1,1.163432375E-1,2.495955229E-1,9.799916267E0
8.754886192E1,1.055693328E-1,2.472761422E-1,9.798719406E0
8.755135679E1,1.103577316E-1,2.445078492E-1,9.743727684E0
8.755385191E1,1.007809266E-1,2.434603870E-1,9.768866539E0
8.755634756E1,8.402151614E-2,2.363525927E-1,9.768866539E0
8.755886835E1,9.479542077E-2,2.362777740E-1,9.756896019E0
8.756131138E1,8.282441646E-2,2.303670943E-1,9.766472816E0
8.756380621E1,9.950900823E-2,2.340332121E-1,9.779640198E0
8.756632648E1,7.811082900E-2,2.446574867E-1,9.754426956E0
8.756882204E1,9.958382696E-2,2.386719882E-1,9.762881279E0
8.757127350E1,7.556699216E-2,2.208651006E-1,9.767744064E0
8.757381130E1,9.352350235E-2,2.304419130E-1,9.777246475E0
8.757630658E1,8.170213550E-2,2.435352057E-1,9.767594337E0
8.757878676E1,7.796119153E-2,2.221370190E-1,9.783231735E0
8.758129596E1,9.703999013E-2,2.196680009E-1,9.776124001E0
8.758375670E1,9.472060204E-2,2.269254327E-1,9.788020134E0
8.758625551E1,9.344868362E-2,2.174234390E-1,9.794005394E0
8.758878091E1,9.464578331E-2,2.209399194E-1,9.786823273E0
8.759127692E1,9.225158393E-2,2.136825025E-1,9.777320862E0
8.759377045E1,8.985738456E-2,2.174234390E-1,9.798793793E0
8.759623867E1,9.472060204E-2,2.245312333E-1,9.788020134E0
8.759872284E1,9.472060204E-2,2.244564146E-1,9.776049614E0
8.760125600E1,9.112930298E-2,2.245312333E-1,9.792808533E0
8.760370962E1,1.126023009E-1,2.220622003E-1,9.789292336E0
8.760624526E1,8.634089679E-2,2.221370190E-1,9.782034874E0
8.760871470E1,1.126023009E-1,2.243815958E-1,9.771335602E0
8.761121157E1,1.066167951E-1,2.209399194E-1,9.789292336E0
8.761373012E1,1.007809266E-1,2.363525927E-1,9.770063400E0
8.761619965E1,1.089361757E-1,2.172738016E-1,9.782109261E0
8.761871967E1,1.017535701E-1,2.053776085E-1,9.786973000E0
8.762119672E1,1.137994006E-1,2.225111276E-1,9.788918495E0
8.762370221E1,1.089361757E-1,2.177227139E-1,9.784204483E0
8.762620449E1,1.209071875E-1,2.141314149E-1,9.787796021E0
8.762867478E1,1.329530180E-1,2.295440882E-1,9.778219223E0
8.763119448E1,1.304839998E-1,2.187701762E-1,9.779416084E0
8.763368089E1,1.220294684E-1,2.081459165E-1,9.796175957E0
8.763615900E1,1.471685916E-1,2.140565962E-1,9.790265083E0
8.763867922E1,1.519569904E-1,2.224363089E-1,9.794978142E0
8.764117454E1,1.531540900E-1,2.223614901E-1,9.792584419E0
8.764366889E1,1.448491961E-1,2.236334085E-1,9.799766541E0
8.764616376E1,1.591395885E-1,2.247556895E-1,9.793781281E0
8.764863324E1,1.424549967E-1,2.261024266E-1,9.803283691E0
8.765115456E1,1.639280021E-1,2.211643755E-1,9.792584419E0
8.765364752E1,1.435772777E-1,2.129343152E-1,9.809343338E0
8.765614366E1,1.413327157E-1,2.379986197E-1,9.796100616E0
8.765863853E1,1.425298154E-1,2.391957194E-1,9.805603027E0
8.766113137E1,1.663970202E-1,2.391209006E-1,9.797297478E0
8.766362710E1,1.546504647E-1,2.593219578E-1,9.773281097E0
8.766611408E1,1.497124285E-1,2.462286800E-1,9.782932281E0
8.766861810E1,1.520318091E-1,2.367266864E-1,9.791312218E0
8.767113617E1,1.533785462E-1,2.511667311E-1,9.815179825E0
8.767358222E1,1.462707669E-1,2.582744956E-1,9.798345566E0
8.767610301E1,1.426046342E-1,2.522889972E-1,9.790040016E0
8.767857290E1,1.295861602E-1,2.666542232E-1,9.794754028E0
8.768109276E1,1.378910542E-1,2.618658245E-1,9.799542427E0
8.768356187E1,1.390133351E-1,2.522141933E-1,9.781661034E0
8.768606089E1,1.390881538E-1,2.546831965E-1,9.786449432E0
8.768855235E1,1.188122630E-1,2.618658245E-1,9.787570953E0
8.769103733E1,1.378910542E-1,2.546831965E-1,9.797223091E0
8.769356728E1,1.307084560E-1,2.560299337E-1,9.807922363E0
8.769604206E1,1.259200424E-1,2.559551299E-1,9.793557167E0
8.769853217E1,1.104325503E-1,2.546831965E-1,9.776872635E0
8.770105263E1,1.318307370E-1,2.428618371E-1,9.793557167E0
8.770354787E1,1.057937890E-1,2.726397216E-1,9.763554573E0
8.770604197E1,1.223287433E-1,2.548328340E-1,9.785177231E0
8.770851365E1,1.271171421E-1,2.535609305E-1,9.783980370E0
8.771100962E1,1.331026554E-1,2.524386346E-1,9.788768768E0
8.771350596E1,1.188122630E-1,2.584989667E-1,9.800664902E0
8.771602273E1,1.568950266E-1,2.427121997E-1,9.784054756E0
8.771851666E1,1.307084560E-1,2.548328340E-1,9.797073364E0
8.772098611E1,1.211316437E-1,2.511667311E-1,9.774403572E0
8.772348822E1,1.200093627E-1,2.618658245E-1,9.771934509E0
8.772600210E1,1.127519384E-1,2.512415349E-1,9.788693428E0
8.772850816E1,1.198597252E-1,2.453308553E-1,9.795950890E0
8.773099127E1,1.342249364E-1,2.488473356E-1,9.794754028E0
8.773346047E1,1.139490381E-1,2.501192689E-1,9.795876503E0
8.773595587E1,1.295861602E-1,2.632125616E-1,9.797073364E0
8.773847602E1,1.247977614E-1,2.583493292E-1,9.777994156E0
8.774097129E1,1.330278367E-1,2.464531362E-1,9.788768768E0
8.774346564E1,1.224035621E-1,2.584241331E-1,9.792284966E0
8.774593931E1,1.211316437E-1,2.560299337E-1,9.794678688E0
8.774843024E1,1.283890605E-1,2.643348277E-1,9.779116631E0
8.775095046E1,1.271919608E-1,2.693476975E-1,9.817349434E0
8.775344611E1,1.259200424E-1,2.500444353E-1,9.791162491E0
8.775594021E1,1.402852535E-1,2.572270334E-1,9.801861763E0
8.775841396E1,1.258452237E-1,2.452560365E-1,9.792359352E0
8.776094708E1,1.270423234E-1,2.476502359E-1,9.789965630E0
8.776342527E1,1.044470519E-1,2.561047673E-1,9.791088104E0
8.776592088E1,1.067664325E-1,2.501192689E-1,9.792284966E0
8.776841494E1,1.149965003E-1,2.321627438E-1,9.792434692E0
8.777089647E1,1.067664325E-1,2.406920940E-1,9.807847023E0
8.777339695E1,1.126771197E-1,2.394949943E-1,9.815030098E0
8.777590021E1,1.175403371E-1,2.525134683E-1,9.799467087E0
8.777839520E1,1.103577316E-1,2.417395562E-1,9.794754028E0
8.778088963E1,1.234510243E-1,2.376245260E-1,9.784354210E0
8.778337840E1,1.043722332E-1,2.414402813E-1,9.803433418E0
8.778587124E1,1.163432375E-1,2.533364594E-1,9.802161217E0
8.778837457E1,1.187374368E-1,2.436100245E-1,9.780762672E0
8.779086998E1,1.090858132E-1,2.364274114E-1,9.774777412E0
8.779336428E1,1.138742194E-1,2.317886502E-1,9.796324730E0
8.779585781E1,8.641571552E-2,2.377741635E-1,9.783082008E0
8.779832855E1,1.104325503E-1,2.531120181E-1,9.771111488E0
8.780084890E1,1.080383509E-1,2.495955229E-1,9.777096748E0
8.780334454E1,9.247604012E-2,2.448819429E-1,9.777096748E0
8.780583877E1,9.606734663E-2,2.531868219E-1,9.771111488E0
8.780833372E1,1.009305641E-1,2.638111115E-1,9.757943153E0
8.781080878E1,1.092354506E-1,2.590226829E-1,9.761534691E0
8.781332367E1,1.116296574E-1,2.530371845E-1,9.757943153E0
8.781579324E1,1.057189703E-1,2.626140118E-1,9.760336876E0
8.781831342E1,1.009305641E-1,2.662053108E-1,9.748366356E0
8.782080841E1,1.033247635E-1,2.649333775E-1,9.741183281E0
8.782328225E1,8.551789075E-2,2.734627128E-1,9.761384964E0
8.782579853E1,9.629180282E-2,2.816928029E-1,9.738714218E0
8.782829299E1,1.033247635E-1,2.674024105E-1,9.754277229E0
8.783078847E1,8.559270948E-2,2.890250385E-1,9.764901161E0
8.783328685E1,9.382277727E-2,2.698714137E-1,9.759065628E0
8.783576911E1,9.150339663E-2,2.807949781E-1,9.792434692E0
8.783827317E1,1.057189703E-1,2.628384531E-1,9.791387558E0
8.784076829E1,8.791209012E-2,2.773533165E-1,9.811588287E0
8.784326264E1,9.030629694E-2,2.773533165E-1,9.813982010E0
8.784575397E1,9.389759600E-2,2.845359147E-1,9.823484421E0
8.784822715E1,1.093102694E-1,2.714426219E-1,9.830741882E0
8.785074782E1,1.081131697E-1,2.655319273E-1,9.840318680E0
8.785324278E1,1.033247635E-1,2.691980600E-1,9.853411674E0
8.785573724E1,1.081131697E-1,2.620154619E-1,9.849895477E0
8.785820722E1,1.093102694E-1,2.644096613E-1,9.859472275E0
8.786070368E1,1.116296574E-1,2.648585737E-1,9.886706352E0
8.786322194E1,1.152209565E-1,2.612672746E-1,9.886706352E0
8.786571747E1,1.341501176E-1,2.324620187E-1,9.867776871E0
8.786818610E1,1.149965003E-1,2.241571397E-1,9.868974686E0
8.787066474E1,1.066916138E-1,2.314145565E-1,9.876082420E0
8.787316567E1,1.304839998E-1,2.218377441E-1,9.883339882E0
8.787567116E1,1.328033805E-1,2.121861279E-1,9.878625870E0
8.787819228E1,1.173158810E-1,2.192939073E-1,9.849895477E0
8.788068630E1,1.363198608E-1,2.095674723E-1,9.841590881E0
8.788315595E1,1.351975799E-1,2.130839527E-1,9.822511673E0
8.788566730E1,1.173158810E-1,2.166752517E-1,9.818845749E0
8.788817043E1,1.351975799E-1,2.116623968E-1,9.784278870E0
8.789066645E1,1.362450421E-1,1.972223669E-1,9.768792152E0
8.789316087E1,1.232265681E-1,2.127846777E-1,9.767519951E0
8.789563104E1,1.195604503E-1,2.006640285E-1,9.740061760E0
8.789812543E1,1.399111599E-1,1.994669288E-1,9.746121407E0
8.790064577E1,1.316062808E-1,2.088941038E-1,9.725696564E0
8.790314138E1,1.078138947E-1,2.198176384E-1,9.730409622E0
8.790563532E1,1.089361757E-1,2.139069587E-1,9.745971680E0
8.790810508E1,9.217676520E-2,2.079214603E-1,9.739986420E0
8.791060032E1,1.114052013E-1,2.197428197E-1,9.730409622E0
8.791309943E1,1.053448766E-1,2.128594965E-1,9.765125275E0
8.791561534E1,9.935937077E-2,2.092681974E-1,9.760336876E0
8.791810997E1,1.161187813E-1,2.212391943E-1,9.777022362E0
8.792059239E1,1.077390760E-1,2.106897533E-1,9.803358078E0
8.792307469E1,9.823708981E-2,2.140565962E-1,9.772233963E0
8.792559512E1,1.137245819E-1,2.153285146E-1,9.787796021E0
8.792809080E1,1.064671576E-1,1.973720044E-1,9.778293610E0
8.793058478E1,1.352723986E-1,2.235585898E-1,9.772233963E0
8.793307831E1,1.184381619E-1,2.056768835E-1,9.769913673E0
8.793554926E1,1.220294684E-1,2.079214603E-1,9.749638557E0
8.793806989E1,1.256955862E-1,2.174982578E-1,9.751957893E0
8.794056472E1,1.137994006E-1,2.278980762E-1,9.767744064E0
8.794303396E1,1.246481240E-1,2.409913689E-1,9.759289742E0
8.794555316E1,1.150713190E-1,2.338087559E-1,9.754576683E0
8.794804950E1,1.175403371E-1,2.505681813E-1,9.761684418E0
8.795054446E1,1.080383509E-1,2.518400848E-1,9.767594337E0
8.795303978E1,9.015665948E-2,2.627636492E-1,9.784278870E0
8.795553375E1,9.846154600E-2,2.460790426E-1,9.796324730E0
8.795800189E1,9.606734663E-2,2.546083927E-1,9.824906349E0
8.796049791E1,1.163432375E-1,2.461538613E-1,9.817798615E0
8.796297353E1,9.591770917E-2,2.330605686E-1,9.819069862E0
8.796552370E1,1.353472173E-1,2.355295867E-1,9.851317406E0
8.796800954E1,1.400607973E-1,2.272247076E-1,9.862165451E0
8.797049359E1,1.400607973E-1,2.237082273E-1,9.875333786E0
8.797299844E1,1.412578970E-1,2.237830460E-1,9.894412994E0
8.797549408E1,1.520318091E-1,2.307411879E-1,9.866953850E0
8.797798883E1,1.437269151E-1,2.403928190E-1,9.870471001E0
8.798045766E1,1.530792713E-1,2.130091339E-1,9.889698982E0
8.798297805E1,1.507598907E-1,2.188449949E-1,9.869348526E0
8.798547386E1,1.496376097E-1,2.284218073E-1,9.868151665E0
8.798796792E1,1.328781992E-1,2.246060520E-1,9.826327324E0
8.799046300E1,1.187374368E-1,2.472013235E-1,9.801113129E0
8.799293235E1,1.260696799E-1,2.697217762E-1,9.778293610E0
8.799545266E1,1.045218706E-1,2.636614740E-1,9.744850159E0
8.799794668E1,1.010802016E-1,2.862567306E-1,9.723227501E0
8.800044273E1,1.034744084E-1,2.860322893E-1,9.693374634E0
8.800293817E1,9.756372124E-2,2.871545553E-1,9.674221039E0
8.800540680E1,9.516951442E-2,2.905214131E-1,9.645565033E0
8.800792719E1,7.616554201E-2,3.038391471E-1,9.653795242E0
8.801042267E1,9.187749028E-2,3.289034665E-1,9.665691376E0
8.801293240E1,8.948329091E-2,3.313724697E-1,9.675193787E0
8.801541177E1,8.716390282E-2,3.384802639E-1,9.666813850E0
8.801789569E1,1.073649824E-1,3.325695693E-1,9.691952705E0
8.802037661E1,9.546878934E-2,3.318962157E-1,9.716793060E0
8.802287177E1,9.202712774E-2,3.594295382E-1,9.727416992E0
8.802539264E1,9.187749028E-2,3.298760951E-1,9.770587921E0
8.802788658E1,1.037736833E-1,3.264344335E-1,9.804031372E0
8.803035899E1,1.217301935E-1,3.336918652E-1,9.835081100E0
8.803287677E1,1.238999367E-1,3.112462163E-1,9.870994568E0
8.803537181E1,1.025017574E-1,3.161842525E-1,9.891270638E0
8.803783734E1,1.298106164E-1,2.983773947E-1,9.918878555E0
8.804036131E1,1.165676937E-1,2.876783013E-1,9.924863815E0
8.804284727E1,1.191115379E-1,3.056347966E-1,9.925986290E0
8.804532855E1,1.393126100E-1,2.902221382E-1,9.957185745E0
8.804784682E1,1.380406916E-1,2.806453407E-1,9.953594208E0
8.805032506E1,1.259948611E-1,2.653074861E-1,9.978733063E0
8.805283608E1,1.319055557E-1,2.567781210E-1,9.960927010E0
8.805530992E1,1.341501176E-1,2.423381060E-1,9.943044662E0
8.805782571E1,1.125274822E-1,2.209399194E-1,9.939528465E0
8.806032131E1,1.447743773E-1,2.171241641E-1,9.918129921E0
8.806281557E1,1.554734707E-1,2.109142095E-1,9.883488655E0
8.806531024E1,1.422305405E-1,2.001402974E-1,9.876380920E0
8.806776707E1,1.397615224E-1,1.870470047E-1,9.890746117E0
8.807026666E1,1.314566433E-1,1.963245422E-1,9.830965996E0
8.807279543E1,1.254711300E-1,1.877951920E-1,9.797596931E0
8.807529096E1,1.301847100E-1,1.747018993E-1,9.808370590E0
8.807776980E1,1.432031840E-1,1.648258269E-1,9.770213127E0
8.808027997E1,1.348234862E-1,1.564461142E-1,9.763105392E0
8.808277488E1,1.350479424E-1,1.874210984E-1,9.743802071E0
8.808527033E1,1.409586221E-1,1.789665818E-1,9.733103752E0
8.808775527E1,1.446247399E-1,1.979705542E-1,9.718737602E0
8.809025962E1,1.266682297E-1,1.883937418E-1,9.700781822E0
8.809275486E1,1.314566433E-1,1.919102371E-1,9.694870949E0
8.809522394E1,1.195604503E-1,1.990928352E-1,9.691205025E0
8.809774437E1,1.172410622E-1,2.026093155E-1,9.681628227E0
8.810019981E1,1.208323687E-1,2.071732730E-1,9.680580139E0
8.810271059E1,1.195604503E-1,1.952770799E-1,9.692551613E0
8.810522964E1,1.088613570E-1,2.001402974E-1,9.691354752E0
8.810770498E1,1.053448766E-1,2.097171098E-1,9.702053070E0
8.811021906E1,1.137245819E-1,2.145055085E-1,9.709160805E0
8.811268439E1,9.943418950E-2,2.183212638E-1,9.733028412E0
8.811518325E1,1.124526635E-1,1.980453730E-1,9.748665810E0
8.811770400E1,1.101332754E-1,2.099415660E-1,9.742680550E0
8.812019888E1,8.985738456E-2,2.184709013E-1,9.759289742E0
8.812269456E1,1.005564705E-1,2.136825025E-1,9.762955666E0
8.812517007E1,1.054196954E-1,2.210147381E-1,9.788020134E0
8.812764264E1,9.352350235E-2,2.234089524E-1,9.786747932E0
8.813017906E1,1.162684187E-1,2.400935441E-1,9.793856621E0
8.813265082E1,1.102829129E-1,2.365770489E-1,9.798645020E0
8.813516828E1,9.591770917E-2,2.272247076E-1,9.822587013E0
8.813763894E1,8.866028488E-2,2.129343152E-1,9.821464539E0
8.814015420E1,1.006312892E-1,2.188449949E-1,9.819069862E0
8.814265342E1,9.472060204E-2,2.272247076E-1,9.820192337E0
8.814514866E1,9.352350235E-2,2.248305082E-1,9.820192337E0
8.814764284E1,1.114800200E-1,2.308160067E-1,9.836952209E0
8.815009788E1,1.042225957E-1,2.222866714E-1,9.805901527E0
8.815260643E1,9.718962759E-2,2.414402813E-1,9.808146477E0
8.815512746E1,1.042974144E-1,2.354547679E-1,9.802235603E0
8.815762315E1,1.019032076E-1,2.342576683E-1,9.802235603E0
