"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.142639956E1,7.727412041E-3,8.143759333E-3,-3.430704353E-3
1.142889521E1,8.543453179E-3,9.992342442E-3,-5.945444107E-3
1.143134585E1,7.877296768E-3,1.027545892E-2,-2.647970803E-3
1.143388418E1,5.479134619E-3,1.069180667E-2,-4.496554378E-3
1.143636444E1,5.212672055E-3,1.202411950E-2,-3.980283160E-3
1.143884837E1,3.747128649E-3,1.137461700E-2,-4.363323096E-3
1.144136974E1,1.332312357E-3,1.085834578E-2,-2.914433368E-3
1.144383820E1,1.082503819E-3,1.325650793E-2,-3.580589546E-3
1.144635887E1,-6.495022681E-4,1.262366027E-2,-2.248277189E-3
1.144883169E1,-9.326186846E-4,1.194084994E-2,-3.047664650E-3
1.145134902E1,-2.015122445E-3,8.493491448E-3,-7.827335503E-4
1.145384438E1,-2.581355162E-3,5.712289363E-3,1.748659997E-3
1.145633865E1,-2.598009072E-3,3.180895932E-3,2.831163874E-4
1.145883442E1,-2.364854561E-3,-8.160413126E-4,1.615428715E-3
1.146129617E1,-6.495022681E-4,-3.497319994E-3,3.347434802E-3
1.146382359E1,9.492725949E-4,-4.579823930E-3,3.214203520E-3
1.146631920E1,1.598774921E-3,-6.711523514E-3,4.812978674E-3
1.146878860E1,3.730474738E-3,-7.261102553E-3,4.030244891E-3
1.147130890E1,4.779670853E-3,-9.009762667E-3,2.431470202E-3
1.147377375E1,5.162710324E-3,-1.049195975E-2,3.364088712E-3
1.147629828E1,6.245214492E-3,-1.022549719E-2,2.314892830E-3
1.147879369E1,8.376914077E-3,-1.037538238E-2,3.364088712E-3
1.148128335E1,8.909839205E-3,-1.050861366E-2,3.497319994E-3
1.148378351E1,8.510145359E-3,-1.092496142E-2,1.781967818E-3
1.148625226E1,9.725880809E-3,-8.793261833E-3,2.697932534E-3
1.148874705E1,1.029211283E-2,-5.445826799E-3,3.880359931E-3
1.149124506E1,1.017553546E-2,-3.580589546E-3,3.480666084E-3
1.149377956E1,8.326952346E-3,-2.331546712E-4,4.529862199E-3
1.149625747E1,1.024215110E-2,4.962863866E-3,6.361791864E-3
1.149872659E1,1.069180667E-2,9.909073822E-3,7.011293899E-3
1.150122602E1,1.327316184E-2,1.480532158E-2,5.412518978E-3
1.150374217E1,1.195750386E-2,1.841921918E-2,4.463246558E-3
1.150623721E1,1.214069687E-2,2.269927226E-2,6.311830133E-3
1.150870681E1,1.310662273E-2,2.709590271E-2,6.028713658E-3
1.151122663E1,1.620424911E-2,2.946075797E-2,4.962863866E-3
1.151372248E1,1.675382815E-2,3.185892105E-2,5.345903337E-3
1.151621743E1,1.851914264E-2,3.479000553E-2,4.280053545E-3
1.151869823E1,2.050095610E-2,3.315792605E-2,3.497319994E-3
1.152120669E1,2.344869822E-2,3.340773284E-2,2.697932534E-3
1.152370185E1,2.449789457E-2,3.152584285E-2,1.515505370E-3
1.152619965E1,2.484762669E-2,2.684609406E-2,2.181661548E-3
1.152869188E1,2.521401271E-2,2.231623232E-2,2.198315458E-3
1.153114146E1,2.504747361E-2,1.830264181E-2,1.948506921E-3
1.153368134E1,2.433135547E-2,1.217400469E-2,1.965160714E-3
1.153617690E1,2.494755015E-2,6.694869604E-3,1.582121011E-3
1.153866787E1,2.463112585E-2,1.099157729E-3,4.163476115E-4
1.154116616E1,1.951837726E-2,-3.014356829E-3,-7.660796400E-4
1.154362254E1,1.562136319E-2,-7.494257297E-3,2.298238920E-3
1.154613048E1,1.343970094E-2,-1.242381334E-2,1.998468651E-4
1.154865078E1,1.045865193E-2,-1.602105610E-2,-7.161179092E-4
1.155114671E1,5.895482376E-3,-1.931853034E-2,-4.996171629E-5
1.155364085E1,1.848583459E-3,-2.394831553E-2,1.299004536E-3
1.155610871E1,-1.498851459E-3,-2.446458675E-2,-2.997702977E-4
1.155860741E1,-6.178598851E-3,-2.521401271E-2,1.165773370E-3
1.156112637E1,-9.909073822E-3,-2.451454848E-2,4.996171338E-4
1.156358026E1,-1.110815443E-2,-2.384839207E-2,-1.482197549E-3
1.156611579E1,-1.204077341E-2,-2.289911918E-2,-3.330780964E-5
1.156859292E1,-1.348966267E-2,-2.063418739E-2,-8.326952229E-4
1.157107982E1,-1.360624004E-2,-1.888552867E-2,1.149119460E-3
1.157360041E1,-1.199081168E-2,-1.623755693E-2,8.326952229E-5
1.157607441E1,-1.368950959E-2,-1.380608696E-2,2.331546741E-3
1.157858995E1,-1.125803962E-2,-1.062519103E-2,1.515505370E-3
1.158105947E1,-4.946209956E-3,-6.411753129E-3,1.898545190E-3
1.158355866E1,-4.663093481E-3,-3.080972470E-3,6.994639989E-4
1.158607473E1,3.164241789E-4,3.497319994E-4,1.348966267E-3
1.158857038E1,4.080206621E-3,2.864471637E-3,2.797855996E-3
1.159106456E1,6.361791864E-3,4.846286494E-3,2.531393431E-3
1.159351943E1,1.105819270E-2,6.811446976E-3,1.465543639E-3
1.159603868E1,1.442228165E-2,9.043070488E-3,1.315658446E-3
1.159854979E1,1.657063514E-2,1.050861366E-2,1.981814625E-3
1.160104145E1,1.990141533E-2,9.942381643E-3,9.159647743E-4
1.160351423E1,2.258269489E-2,1.005895808E-2,1.448889729E-3
1.160599575E1,2.456451021E-2,8.560107090E-3,1.182427281E-3
1.160850405E1,2.563035861E-2,8.426875807E-3,-3.996937303E-4
1.161103258E1,2.549712919E-2,7.893950678E-3,-5.329249543E-4
1.161351952E1,2.504747361E-2,2.814509906E-3,-1.315658446E-3
1.161601414E1,2.358192950E-2,2.947741188E-3,-3.563935636E-3
1.161849331E1,2.181661502E-2,5.662327749E-4,-2.897779457E-3
1.162100918E1,1.886887476E-2,-6.161945057E-4,-5.795558915E-3
1.162349848E1,1.578790136E-2,-2.198315458E-3,-6.728177425E-3
1.162596845E1,1.097492315E-2,-2.831163816E-3,-5.529096350E-3
1.162847398E1,8.276990615E-3,-4.146822263E-3,-9.093032219E-3
1.163097500E1,6.128637120E-3,-5.462480709E-3,-8.560107090E-3
1.163344070E1,2.514739521E-3,-6.378445774E-3,-8.027181961E-3
1.163597439E1,5.162710440E-4,-6.228560582E-3,-8.826569654E-3
1.163847122E1,-1.249042805E-3,-8.360260166E-3,-1.027545892E-2
1.164096348E1,-3.497319994E-3,-7.127871271E-3,-1.040869020E-2
1.164345319E1,-5.778905004E-3,-8.443529718E-3,-8.826569654E-3
1.164592715E1,-4.846286494E-3,-7.794027682E-3,-1.040869020E-2
1.164844819E1,-7.394333836E-3,-8.443529718E-3,-1.080838405E-2
1.165093236E1,-7.111217361E-3,-7.644142490E-3,-1.014222763E-2
1.165343789E1,-6.445060950E-3,-7.777373772E-3,-8.693338372E-3
1.165590233E1,-6.428407039E-3,-6.311830133E-3,-1.027545892E-2
1.165840880E1,-3.630551277E-3,-5.395865068E-3,-1.082503796E-2
1.166092312E1,-3.480666084E-3,-4.330015276E-3,-1.069180667E-2
1.166341840E1,-1.598774921E-3,-3.547281725E-3,-9.492726065E-3
1.166591258E1,5.495788646E-4,-1.965160714E-3,-9.775842540E-3
1.166837653E1,2.564701252E-3,-4.996171338E-4,-9.909073822E-3
1.167090217E1,4.046898801E-3,6.828100886E-4,-8.460183628E-3
1.167338524E1,6.728177425E-3,1.065849909E-3,-8.060489781E-3
1.167587047E1,7.144525182E-3,3.197549842E-3,-6.611600053E-3
1.167838748E1,8.626722731E-3,4.263399635E-3,-5.545750260E-3
1.168085964E1,9.442764334E-3,6.128637120E-3,-6.095329300E-3
1.168336819E1,1.090830751E-2,5.728943273E-3,-3.164242022E-3
1.168587242E1,1.184092648E-2,4.646439571E-3,-3.297473071E-3
1.168833877E1,1.185758039E-2,6.928024348E-3,-1.981814625E-3
1.169086196E1,1.305666100E-2,6.778139155E-3,-9.326186846E-4
1.169334471E1,1.345635485E-2,6.644907873E-3,-3.996937303E-4
1.169584011E1,1.265696809E-2,6.128637120E-3,1.998468535E-3
1.169834711E1,1.170769520E-2,5.196018144E-3,2.398162382E-3
1.170084215E1,1.265696809E-2,5.995405838E-3,2.664624713E-3
1.170333645E1,1.224062033E-2,3.747128649E-3,4.779670853E-3
1.170582709E1,1.090830751E-2,3.347434802E-3,4.912902135E-3
1.170830097E1,1.117477007E-2,3.763782559E-3,6.911370438E-3
1.171082192E1,9.959034622E-3,1.898545190E-3,7.044601720E-3
1.171331704E1,8.476837538E-3,7.161179092E-4,9.559341706E-3
1.171578551E1,9.409456514E-3,1.115811639E-3,8.110451512E-3
1.171828453E1,8.193721063E-3,-3.497319994E-4,8.776607923E-3
1.172077558E1,5.262633786E-3,-7.161179092E-4,1.075842232E-2
1.172327066E1,7.394333836E-3,-9.992342675E-4,1.089165360E-2
1.172579157E1,4.463246558E-3,-8.326952229E-4,1.209073514E-2
1.172828579E1,4.180130083E-3,-2.031776356E-3,1.195750386E-2
1.173078070E1,1.781967818E-3,-1.348966267E-3,1.102488488E-2
1.173327302E1,1.648736536E-3,-1.881891279E-3,1.155781001E-2
1.173577049E1,1.831929549E-4,-1.598774921E-3,1.327316184E-2
1.173826614E1,-3.297473071E-3,-1.299004536E-3,1.315658446E-2
1.174076032E1,-4.213437904E-3,-2.331546712E-4,1.129134744E-2
1.174322976E1,-4.096860532E-3,-2.498085611E-3,1.328981575E-2
1.174572492E1,-5.579058081E-3,-2.631316893E-3,1.077507623E-2
1.174824547E1,-7.177833002E-3,-2.747894265E-3,1.209073514E-2
1.175071442E1,-8.926493116E-3,-3.414050443E-3,1.050861366E-2
1.175321226E1,-9.176301770E-3,-2.214969369E-3,9.575995617E-3
1.175571820E1,-1.105819270E-2,-2.065084176E-3,7.993874140E-3
1.175822447E1,-1.039203629E-2,-3.547281725E-3,6.928024348E-3
1.176072048E1,-1.174100302E-2,-4.996171221E-3,6.544984411E-3
1.176321556E1,-1.160777174E-2,-4.213437904E-3,4.679747391E-3
1.176568415E1,-1.307331491E-2,-3.797090380E-3,2.697932534E-3
1.176820486E1,-1.187423430E-2,-3.680513008E-3,1.765313908E-3
1.177070030E1,-1.174100302E-2,-2.747894265E-3,1.498851459E-3
1.177321760E1,-1.254039072E-2,-2.481431933E-3,-6.161945057E-4
1.177569005E1,-1.280685235E-2,-3.430704353E-3,-8.660030435E-4
1.177814663E1,-1.214069687E-2,-3.297473071E-3,-1.532159280E-3
1.178067943E1,-1.199081168E-2,-2.498085669E-4,-4.596477840E-3
1.178317491E1,-1.199081168E-2,-7.827335503E-4,-3.930321429E-3
1.178564346E1,-1.039203629E-2,-5.329249543E-4,-5.245979875E-3
1.178816498E1,-1.064184494E-2,9.492725949E-4,-3.663859097E-3
1.179063263E1,-9.692572989E-3,1.998468535E-3,-6.178598851E-3
1.179315387E1,-9.009762667E-3,3.863706021E-3,-5.795558915E-3
1.179564920E1,-7.394333836E-3,6.661561783E-3,-3.946975339E-3
1.179812263E1,-7.527565118E-3,6.378445774E-3,-5.795558915E-3
1.180063947E1,-5.645673722E-3,7.694104221E-3,-6.211906672E-3
1.180311571E1,-5.762251094E-3,9.176301770E-3,-3.297473071E-3
1.180562934E1,-5.229325965E-3,8.776607923E-3,-4.346669186E-3
1.180812437E1,-3.630551277E-3,8.759954013E-3,-3.830398200E-3
1.181061851E1,-3.630551277E-3,7.827335037E-3,-3.813744290E-3
1.181311408E1,1.165773356E-4,8.859877475E-3,-3.297473071E-3
1.181558295E1,2.498085669E-4,8.593414910E-3,-3.430704353E-3
1.181810330E1,2.498085611E-3,6.445060950E-3,-4.080206621E-3
1.182059882E1,3.164242022E-3,5.379211158E-3,-3.280819161E-3
1.182306769E1,6.761485245E-3,4.280053545E-3,-2.214969369E-3
1.182558857E1,8.210374974E-3,1.998468535E-3,-3.014356829E-3
1.182806216E1,9.925727732E-3,6.495022681E-4,-3.014356829E-3
1.183057803E1,1.365620177E-2,-8.493491332E-4,-4.463246558E-3
1.183307339E1,1.350631658E-2,-2.981049009E-3,-4.180130083E-3
1.183554792E1,1.630417258E-2,-3.280819161E-3,-4.713055212E-3
1.183806204E1,1.898545213E-2,-2.897779457E-3,-4.446592648E-3
1.184053441E1,1.870233566E-2,-5.429172888E-3,-5.112748593E-3
1.184302672E1,1.908537559E-2,-6.511676591E-3,-6.161944941E-3
1.184554731E1,2.055091783E-2,-7.727412041E-3,-6.161944941E-3
1.184802794E1,1.851914264E-2,-9.176301770E-3,-7.344372105E-3
1.185053766E1,1.920195296E-2,-8.376914077E-3,-4.829632584E-3
1.185300670E1,1.865237392E-2,-1.050861366E-2,-7.211140823E-3
1.185552745E1,1.690371335E-2,-1.195750386E-2,-5.895482376E-3
1.185802277E1,1.488859113E-2,-1.287346799E-2,-6.028713658E-3
1.186051565E1,1.380608696E-2,-1.405589562E-2,-3.897013841E-3
1.186301280E1,1.382274088E-2,-1.378943305E-2,-5.229325965E-3
1.186548049E1,1.169104129E-2,-1.190754212E-2,-3.647205187E-3
1.186800194E1,9.925727732E-3,-1.508843806E-2,-2.697932534E-3
1.187049697E1,1.075842232E-2,-1.295673754E-2,-2.048430266E-3
1.187296601E1,8.743300103E-3,-1.320654619E-2,-1.515505370E-3
1.187548676E1,7.011293899E-3,-1.292342972E-2,-1.115811639E-3
1.187795596E1,7.011293899E-3,-1.318989228E-2,-2.981049009E-3
1.188045136E1,6.211906672E-3,-1.199081168E-2,-2.181661548E-3
1.188296308E1,4.613131750E-3,-1.182427257E-2,-3.330780892E-4
1.188546658E1,6.111983210E-3,-9.709226899E-3,-1.798621728E-3
1.188796182E1,5.429172888E-3,-1.050861366E-2,-3.380742623E-3
1.189045604E1,5.695635453E-3,-1.037538238E-2,-2.981049009E-3
1.189295168E1,4.779670853E-3,-9.442764334E-3,-1.931853010E-3
1.189542121E1,5.312595516E-3,-7.710758131E-3,-2.464778023E-3
1.189791714E1,4.529862199E-3,-7.044601720E-3,-2.864471637E-3
1.190043598E1,3.996937070E-3,-6.628253963E-3,-1.665390446E-3
1.190293150E1,6.145291030E-3,-5.712289363E-3,-2.331546741E-3
1.190540017E1,3.996937070E-3,-5.695635453E-3,-1.149119460E-3
1.190792137E1,5.595711991E-3,-5.845520645E-3,-2.598009072E-3
1.191041519E1,4.146822263E-3,-4.629785661E-3,-1.015888178E-3
1.191291051E1,2.681278624E-3,-3.280819161E-3,-1.948506921E-3
1.191540550E1,4.146822263E-3,-4.763016943E-3,-2.997702919E-3
1.191787600E1,2.814509906E-3,-3.797090380E-3,9.659265052E-4
1.192039594E1,3.230857430E-3,-2.614662983E-3,5.662327749E-4
1.192288329E1,2.831163816E-3,-1.415581908E-3,-1.282350626E-3
1.192535171E1,5.662327749E-4,-8.493491332E-4,-4.996171338E-4
1.192788052E1,-1.015888178E-3,3.497319994E-4,-1.831929549E-3
1.193035122E1,-7.494257297E-4,1.415581908E-3,-1.299004536E-3
1.193286998E1,-2.881125547E-3,2.764548175E-3,-1.299004536E-3
1.193535883E1,-2.331546741E-3,3.563935636E-3,-1.565467101E-3
1.193785545E1,-3.797090380E-3,4.912902135E-3,-7.827335503E-4
1.194035545E1,-3.647205187E-3,6.128637120E-3,6.661561783E-4
1.194287499E1,-5.645673722E-3,6.395099685E-3,-1.165773356E-4
1.194534524E1,-6.445060950E-3,6.278522313E-3,9.326186846E-4
1.194783910E1,-7.094563451E-3,8.826569654E-3,1.199081191E-3
1.195033438E1,-7.344372105E-3,1.029211283E-2,3.447358264E-3
1.195283006E1,-8.143759333E-3,1.162442565E-2,-2.664624772E-4
1.195531281E1,-7.194486912E-3,1.282350626E-2,2.364854561E-3
1.195781997E1,-8.926493116E-3,1.270692982E-2,7.827335503E-4
1.196030585E1,-1.064184494E-2,1.525497716E-2,1.965160714E-3
1.196280890E1,-1.225727424E-2,1.487193722E-2,9.159647743E-4
1.196530463E1,-1.252373680E-2,1.447224338E-2,2.498085669E-4
1.196779718E1,-1.119142398E-2,1.312327664E-2,9.159647743E-4
1.197029454E1,-1.385604870E-2,1.395597216E-2,1.848583459E-3
1.197278860E1,-1.200746559E-2,1.338973921E-2,-1.665390482E-5
1.197528388E1,-1.307331491E-2,1.245712116E-2,-2.131699817E-3
1.197777916E1,-1.362289395E-2,1.114146225E-2,-7.993874606E-4
1.198023302E1,-1.362289395E-2,1.045865193E-2,-9.326186846E-4
1.198276939E1,-1.363954786E-2,9.542687796E-3,-1.332312386E-4
1.198525068E1,-1.323985402E-2,8.460183628E-3,-1.049195998E-3
1.198775841E1,-1.259035245E-2,6.728177425E-3,-2.498085669E-4
1.199025409E1,-1.152450219E-2,6.977986079E-3,-1.049195998E-3
1.199276585E1,-1.154115610E-2,3.780436469E-3,-1.299004536E-3
1.199524376E1,-9.959034622E-3,2.564701252E-3,-3.830398200E-4
1.199771479E1,-9.975688532E-3,2.831163874E-4,-1.965160714E-3
1.200020783E1,-7.710758131E-3,-3.996937303E-4,-1.965160714E-3
1.200272866E1,-5.046132952E-3,-1.881891279E-3,-1.282350626E-3
1.200522297E1,-4.529862199E-3,-2.548047341E-3,-1.815275638E-3
1.200769786E1,-3.197549842E-3,-4.030244891E-3,-1.015888178E-3
1.201021320E1,-2.248277189E-3,-2.448124113E-3,-3.547281725E-3
1.201270775E1,-5.329249543E-4,-4.996171221E-3,-2.598009072E-3
1.201520315E1,-8.160413126E-4,-5.529096350E-3,-4.196783993E-3
1.201767385E1,7.993874606E-4,-5.812212825E-3,-3.930321429E-3
1.202018134E1,-2.831163874E-4,-5.795558915E-3,-3.397396533E-3
1.202268732E1,7.827335503E-4,-6.878062617E-3,-4.313361365E-3
1.202518236E1,6.495022681E-4,-5.945444107E-3,-4.579823930E-3
1.202767707E1,1.582121011E-3,-6.744831335E-3,-1.532159280E-3
1.203015742E1,1.049195998E-3,-6.744831335E-3,-3.797090380E-3
1.203264224E1,1.582121011E-3,-7.277756464E-3,-3.780436469E-3
1.203516201E1,6.495022681E-4,-7.277756464E-3,-3.530627815E-3
1.203765746E1,-1.665390446E-4,-8.077143691E-3,-4.313361365E-3
1.204015160E1,3.830398200E-4,-7.410987746E-3,-2.731240354E-3
1.204264053E1,-6.828100886E-4,-6.728177425E-3,-4.313361365E-3
1.204516624E1,-2.964395098E-3,-7.644142490E-3,-2.464778023E-3
1.204763650E1,-3.364088712E-3,-7.111217361E-3,-2.731240354E-3
1.205013170E1,-3.613897366E-3,-6.178598851E-3,-4.180130083E-3
1.205262641E1,-4.413284827E-3,-5.112748593E-3,-5.512442440E-3
1.205512030E1,-3.747128649E-3,-6.428407039E-3,-2.864471637E-3
1.205759085E1,-4.146822263E-3,-5.229325965E-3,-3.530627815E-3
1.206011127E1,-5.995405838E-3,-3.747128649E-3,-2.481431933E-3
1.206260651E1,-5.595711991E-3,-3.613897366E-3,-3.264165251E-3
1.206510090E1,-7.860642858E-3,-2.664624713E-3,-3.264165251E-3
1.206758942E1,-8.643376641E-3,-3.996937303E-4,-3.147588111E-3
1.207006537E1,-7.177833002E-3,-7.993874606E-4,-3.014356829E-3
1.207258584E1,-8.243682794E-3,0.000000000E0,-3.147588111E-3
1.207509101E1,-9.309533052E-3,1.665390482E-5,-2.214969369E-3
1.207755577E1,-1.010891981E-2,1.348966267E-3,-3.547281725E-3
1.208007168E1,-1.035872847E-2,1.365620177E-3,-1.299004536E-3
1.208254068E1,-1.155781001E-2,2.031776356E-3,-1.965160714E-3
1.208503539E1,-1.130800135E-2,1.632082625E-3,-1.965160714E-3
1.208753099E1,-1.302335318E-2,2.581355162E-3,-1.165773370E-3
1.209002505E1,-1.355627831E-2,2.731240354E-3,-6.328483578E-4
1.209253160E1,-1.395597216E-2,2.464778023E-3,-8.993108640E-4
1.209502855E1,-1.408920344E-2,2.864471637E-3,-6.495022681E-4
1.209751012E1,-1.528828498E-2,2.747894265E-3,1.498851489E-4
1.210003062E1,-1.543817017E-2,2.348200651E-3,5.495788646E-4
1.210252391E1,-1.623755693E-2,2.214969369E-3,1.082503819E-3
1.210499478E1,-1.610432565E-2,1.815275638E-3,1.082503819E-3
1.210748994E1,-1.543817017E-2,8.826569538E-4,1.748659997E-3
1.210998440E1,-1.582120918E-2,2.897779457E-3,3.197549842E-3
1.211250487E1,-1.515505370E-2,2.214969369E-3,2.931087278E-3
1.211496576E1,-1.677048206E-2,1.032542088E-3,3.197549842E-3
1.211749478E1,-1.463878248E-2,6.161945057E-4,8.160413126E-4
1.211999014E1,-1.572128572E-2,9.992343257E-5,3.464012174E-3
1.212248155E1,-1.490524504E-2,2.165007609E-4,4.529862199E-3
1.212497972E1,-1.505513024E-2,-1.249042805E-3,2.548047341E-3
1.212747435E1,-1.545482408E-2,-6.994639989E-4,4.130168352E-3
1.212996922E1,-1.532159280E-2,-1.249042805E-3,3.747128649E-3
1.213246483E1,-1.493855286E-2,-2.981049009E-3,3.080972470E-3
1.213493370E1,-1.453885902E-2,-2.581355162E-3,2.814509906E-3
1.213743268E1,-1.507178415E-2,-3.380742623E-3,2.947741188E-3
1.213993635E1,-1.467209030E-2,-3.780436469E-3,3.480666084E-3
1.214244391E1,-1.482197549E-2,-4.313361365E-3,4.146822263E-3
1.214493932E1,-1.482197549E-2,-4.046898801E-3,3.080972470E-3
1.214745173E1,-1.587117091E-2,-3.114280291E-3,2.281585010E-3
1.214992951E1,-1.373947132E-2,-3.797090380E-3,4.013590980E-3
1.215242324E1,-1.360624004E-2,-3.130934201E-3,1.765313908E-3
1.215491840E1,-1.440562773E-2,-2.331546741E-3,1.232389011E-3
1.215741405E1,-1.438897382E-2,-1.265696716E-3,8.326952229E-4
1.215990131E1,-1.492189895E-2,6.661561929E-5,2.997702977E-4
1.216240392E1,-1.385604870E-2,6.661561929E-5,8.160413126E-4
1.216488658E1,-1.465543639E-2,-1.998468651E-4,-6.328483578E-4
1.216739334E1,-1.382274088E-2,2.598009072E-3,-2.498085669E-4
1.216988837E1,-1.302335318E-2,3.797090380E-3,-1.448889729E-3
1.217233670E1,-1.407254953E-2,6.328484043E-3,-3.164242022E-3
1.217487877E1,-1.285681408E-2,7.261102553E-3,-7.827335503E-4
1.217734748E1,-1.363954786E-2,8.859877475E-3,-1.315658446E-3
1.217984256E1,-1.162442565E-2,1.124138571E-2,-2.398162382E-3
1.218236331E1,-1.308996882E-2,1.125803962E-2,-2.514739521E-3
1.218485346E1,-1.295673754E-2,1.152450219E-2,-1.598774921E-3
1.218735269E1,-1.214069687E-2,1.365620177E-2,-1.998468535E-3
1.218985802E1,-1.320654619E-2,1.325650793E-2,-1.465543639E-3
1.219234239E1,-1.533824671E-2,1.368950959E-2,-1.065849909E-3
1.219483788E1,-1.482197549E-2,1.287346799E-2,-2.797855996E-3
1.219728958E1,-1.468874421E-2,1.260700636E-2,-1.465543639E-3
1.219982233E1,-1.560470928E-2,1.313993055E-2,-2.131699817E-3
1.220232197E1,-1.615428738E-2,1.222396642E-2,-3.996937303E-4
1.220481717E1,-1.723679155E-2,1.049195975E-2,-1.848583459E-3
1.220731257E1,-1.737002283E-2,1.129134744E-2,-2.647970803E-3
1.220978132E1,-1.900210604E-2,7.977220230E-3,-1.582121011E-3
1.221230268E1,-1.913533732E-2,7.444295567E-3,-7.827335503E-4
1.221477143E1,-1.888552867E-2,4.379977006E-3,4.163476115E-4
1.221729173E1,-1.823602617E-2,3.031010740E-3,-6.328483578E-4
1.221976142E1,-2.011791617E-2,1.448889729E-3,9.492725949E-4
1.222225589E1,-1.891883649E-2,2.331546712E-4,3.330780964E-5
1.222475096E1,-1.866902784E-2,-1.765313908E-3,2.148353728E-3
1.222726354E1,-1.990141533E-2,-4.280053545E-3,2.031776356E-3
1.222976634E1,-1.923526078E-2,-4.962863866E-3,1.898545190E-3
1.223226215E1,-1.830264181E-2,-6.428407039E-3,2.831163816E-3
1.223473314E1,-1.803617924E-2,-6.295176223E-3,2.165007638E-3
1.223723265E1,-1.698698290E-2,-8.576761000E-3,2.831163816E-3
1.223972053E1,-1.618759520E-2,-8.310298435E-3,2.697932534E-3
1.224224107E1,-1.299004536E-2,-9.142993949E-3,3.630551277E-3
1.224473672E1,-1.430570427E-2,-7.127871271E-3,1.781967818E-3
1.224722472E1,-1.405589562E-2,-8.993108757E-3,3.230857430E-3
1.224972545E1,-1.365620177E-2,-9.142993949E-3,2.581355162E-3
1.225219851E1,-1.392266434E-2,-8.060489781E-3,2.564701252E-3
1.225471576E1,-1.325650793E-2,-8.077143691E-3,1.115811639E-3
1.225721133E1,-1.403924171E-2,-6.744831335E-3,9.825803572E-4
1.225972166E1,-1.430570427E-2,-6.078675389E-3,-4.663093423E-4
1.226217503E1,-1.483862940E-2,-5.279287696E-3,-8.660030435E-4
1.226466991E1,-1.442228165E-2,-4.080206621E-3,-1.282350626E-3
1.226718334E1,-1.760317758E-2,-1.249042805E-3,-6.161945057E-4
1.226968529E1,-1.718682982E-2,3.497319994E-4,-2.081738086E-3
1.227218097E1,-1.810279489E-2,2.614662983E-3,-3.547281725E-3
1.227467503E1,-1.903541386E-2,3.946975339E-3,-3.547281725E-3
1.227714378E1,-2.115045860E-2,6.095329300E-3,-4.479900468E-3
1.227966486E1,-2.050095610E-2,4.763016943E-3,-4.213437904E-3
1.228216035E1,-2.091730386E-2,3.031010740E-3,-3.813744290E-3
1.228462914E1,-2.118376642E-2,2.498085611E-3,-4.613131750E-3
1.228715013E1,-1.930187643E-2,3.547281725E-3,-4.613131750E-3
1.228964435E1,-1.905206777E-2,1.948506921E-3,-4.596477840E-3
1.229213959E1,-1.623755693E-2,1.798621728E-3,-4.729709122E-3
1.229463508E1,-1.585451700E-2,9.992342675E-4,-4.080206621E-3
1.229711384E1,-1.370616350E-2,2.165007638E-3,-5.795558915E-3
1.229962446E1,-1.290677581E-2,1.365620177E-3,-4.463246558E-3
1.230207681E1,-1.065849885E-2,-3.996937303E-4,-6.445060950E-3
1.230461432E1,-1.064184494E-2,1.199081191E-3,-8.177067153E-3
1.230710977E1,-9.059724398E-3,-1.615428715E-3,-6.711523514E-3
1.230961546E1,-8.110451512E-3,6.495022681E-4,-6.994639989E-3
1.231209968E1,-7.410987746E-3,3.447358264E-3,-6.994639989E-3
1.231455398E1,-7.277756464E-3,3.713820828E-3,-6.728177425E-3
1.231708873E1,-7.527565118E-3,6.511676591E-3,-6.744831335E-3
1.231958454E1,-7.644142490E-3,7.327718195E-3,-6.211906672E-3
1.232209719E1,-9.476072155E-3,1.189088821E-2,-3.713820828E-3
1.232457433E1,-7.993874140E-3,1.400593389E-2,-2.797855996E-3
1.232704422E1,-8.776607923E-3,1.602105610E-2,-2.264931099E-3
1.232956033E1,-7.527565118E-3,2.070080303E-2,4.996171338E-4
1.233205903E1,-7.644142490E-3,2.256604098E-2,2.331546712E-4
1.233452786E1,-6.977986079E-3,2.349865995E-2,1.682044356E-3
1.233704816E1,-5.995405838E-3,2.709590271E-2,2.731240354E-3
1.233949771E1,-4.263399635E-3,2.762882784E-2,4.180130083E-3
1.234203819E1,-7.827335503E-4,2.892783284E-2,3.913667519E-3
1.234453360E1,8.160413126E-4,2.757886611E-2,4.979517311E-3
1.234700255E1,2.298238920E-3,2.837825380E-2,4.446592648E-3
1.234952318E1,5.062786862E-3,2.459781803E-2,2.864471637E-3
1.235199445E1,6.644907873E-3,2.178330719E-2,2.348200651E-3
1.235451280E1,8.893185295E-3,1.856910437E-2,1.299004536E-3
1.235700849E1,1.004230417E-2,1.388935652E-2,1.981814625E-3
1.235947728E1,9.625957347E-3,1.082503796E-2,2.115045907E-3
1.236199807E1,1.025880501E-2,6.278522313E-3,9.326186846E-4
1.236449238E1,1.074176840E-2,5.329249543E-4,2.015122445E-3
1.236698749E1,1.069180667E-2,-5.079440773E-3,7.161179092E-4
1.236948294E1,9.192955680E-3,-8.260336705E-3,1.382274088E-3
1.237195812E1,7.677450310E-3,-1.318989228E-2,9.992342675E-4
